GRAND_ID: 7241
DAM_NAME: 120.044455
LONG: 120.044455
LAT: 27.676061
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.01;0.22
3.0;0.01;0.33
4.0;0.01;0.44
5.0;0.01;0.56
6.0;0.03;0.69
7.0;0.04;0.83
8.0;0.05;0.98
9.0;0.08;1.17
10.0;0.1;1.37
11.0;0.15;1.62
12.0;0.22;1.94
13.0;0.3;2.35
14.0;0.5;2.95
15.0;0.53;3.58
16.0;0.65;4.33
17.0;0.68;5.12
18.0;0.81;6.03
19.0;0.84;6.98
20.0;0.96;8.05
21.0;1.04;9.19
22.0;1.09;10.38
23.0;1.13;11.62
24.0;1.19;12.92
25.0;1.24;14.26
26.0;1.33;15.7
27.0;1.4;17.2
28.0;1.49;18.8
29.0;1.53;20.43
30.0;1.57;22.1
31.0;1.63;23.84
32.0;1.72;25.67
33.0;1.76;27.53
34.0;1.87;29.51
35.0;1.94;31.56
36.0;2.07;33.73
37.0;2.15;35.98
38.0;2.27;38.36
39.0;2.33;40.8
40.0;2.43;43.33
41.0;2.51;45.95
42.0;2.65;48.71
43.0;2.71;51.52
44.0;2.83;54.46
45.0;2.91;57.47
46.0;2.99;60.57
47.0;3.12;63.8
48.0;3.32;67.22
49.0;3.39;70.71
50.0;3.52;74.33
51.0;3.63;78.07
52.0;3.82;81.99
53.0;3.92;86.02
54.0;4.2;90.33
55.0;4.42;94.86
56.0;4.62;99.58
57.0;4.92;104.6
58.0;5.33;110.04
59.0;5.59;115.73
60.0;6.07;121.91
61.0;6.34;128.35
62.0;6.9;135.35
63.0;7.49;142.94
64.0;8.27;151.31
65.0;8.61;160.03
66.0;9.41;169.55
67.0;9.96;179.61
68.0;10.8;190.51
69.0;11.59;202.21
70.0;12.52;214.84
71.0;12.98;227.93
72.0;13.9;241.93
73.0;14.41;256.44
74.0;15.69;272.23
75.0;16.25;288.59
76.0;17.31;306.01
77.0;18.13;324.24
78.0;19.08;343.43
79.0;19.59;363.12
80.0;20.91;384.13
81.0;21.56;405.8
82.0;22.54;428.44
83.0;23.13;451.68
84.0;24.11;475.89
85.0;24.91;500.91
86.0;25.81;526.82
87.0;26.49;553.41
88.0;27.47;580.99
89.0;28.04;609.13
90.0;29.53;638.77
91.0;30.02;668.89
92.0;31.0;700.0
93.0;31.52;731.62
94.0;32.46;764.18
95.0;33.15;797.44
96.0;34.09;831.63
97.0;34.73;866.46
98.0;35.6;902.16
99.0;36.03;938.3
100.0;36.87;975.27
101.0;37.38;1012.76
102.0;38.27;1051.13
103.0;38.75;1089.98
104.0;39.5;1129.59
105.0;39.81;1169.5
106.0;40.54;1210.15
107.0;41.11;1251.37
108.0;41.71;1293.19
109.0;42.15;1335.44
110.0;42.84;1378.39
111.0;43.17;1421.66
112.0;43.84;1465.61
113.0;44.19;1509.9
114.0;44.79;1554.8
115.0;45.03;1599.93
116.0;45.59;1645.62
117.0;45.95;1691.68
