GRAND_ID: 7268
DAM_NAME: 91.877017
LONG: 91.877017
LAT: 29.969245
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.29
2.0;0.33;0.9
3.0;0.33;1.52
4.0;0.85;2.66
5.0;0.85;3.8
6.0;1.15;5.23
7.0;1.15;6.67
8.0;1.59;8.55
9.0;1.59;10.43
10.0;2.05;12.77
11.0;2.05;15.11
12.0;2.61;18.01
13.0;2.61;20.91
14.0;3.0;24.2
15.0;3.0;27.48
16.0;3.81;31.58
17.0;3.81;35.68
18.0;4.39;40.36
19.0;4.39;45.04
20.0;5.39;50.72
21.0;5.39;56.4
22.0;5.99;62.67
23.0;5.99;68.95
24.0;7.06;76.3
25.0;7.06;83.65
26.0;7.68;91.62
27.0;7.68;99.59
28.0;8.7;108.57
29.0;8.7;117.56
30.0;9.5;127.34
31.0;9.5;137.12
32.0;11.2;148.6
33.0;11.2;160.09
34.0;12.38;172.76
35.0;12.38;185.43
36.0;14.08;199.79
37.0;14.08;214.15
38.0;14.75;229.18
39.0;14.75;244.21
40.0;15.44;259.94
41.0;15.44;275.67
42.0;15.74;291.7
43.0;15.74;307.73
44.0;16.09;324.1
45.0;16.09;340.48
46.0;16.23;356.99
47.0;16.23;373.51
48.0;16.42;390.21
49.0;16.42;406.92
50.0;16.5;423.71
51.0;16.5;440.5
52.0;16.65;457.43
53.0;16.65;474.37
54.0;16.72;491.38
55.0;16.72;508.38
