GRAND_ID: 7286
DAM_NAME: 101.603999
LONG: 101.603999
LAT: 23.143859
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.13
2.0;0.01;0.26
3.0;0.04;0.43
4.0;0.1;0.65
5.0;0.12;0.9
6.0;0.18;1.21
7.0;0.19;1.52
8.0;0.31;1.96
9.0;0.33;2.41
10.0;0.41;2.95
11.0;0.5;3.58
12.0;0.6;4.3
13.0;0.65;5.08
14.0;0.72;5.92
15.0;0.73;6.78
16.0;0.86;7.76
17.0;0.86;8.75
18.0;0.94;9.81
19.0;1.0;10.93
20.0;1.04;12.1
21.0;1.06;13.29
22.0;1.19;14.6
23.0;1.2;15.93
24.0;1.27;17.32
25.0;1.31;18.76
26.0;1.38;20.27
27.0;1.45;21.84
28.0;1.53;23.49
29.0;1.57;25.19
30.0;1.75;27.06
31.0;1.79;28.98
32.0;1.9;31.0
33.0;1.99;33.11
34.0;2.17;35.41
35.0;2.17;37.7
36.0;2.5;40.33
37.0;2.54;42.99
38.0;2.81;45.93
39.0;2.81;48.87
40.0;3.03;52.02
41.0;3.13;55.28
42.0;3.36;58.76
43.0;3.36;62.25
44.0;3.7;66.07
45.0;3.75;69.95
46.0;3.92;74.0
47.0;4.05;78.17
48.0;4.23;82.52
49.0;4.35;86.99
50.0;4.51;91.63
51.0;4.59;96.35
52.0;4.99;101.46
53.0;5.04;106.62
54.0;5.22;111.97
55.0;5.38;117.47
56.0;5.65;123.24
57.0;5.65;129.02
58.0;5.93;135.08
59.0;6.01;141.22
60.0;6.42;147.76
61.0;6.42;154.31
62.0;6.8;161.24
63.0;6.97;168.33
64.0;7.22;175.67
65.0;7.36;183.16
66.0;7.83;191.11
67.0;7.94;199.18
68.0;8.19;207.5
69.0;8.45;216.07
70.0;8.86;225.05
71.0;8.91;234.09
72.0;9.23;243.45
73.0;9.42;252.99
74.0;9.78;262.9
75.0;9.91;272.93
76.0;10.24;283.3
77.0;10.4;293.83
78.0;10.8;304.75
79.0;10.8;315.67
80.0;11.25;327.05
81.0;11.39;338.56
82.0;11.84;350.53
83.0;11.84;362.5
84.0;12.17;374.8
85.0;12.28;387.21
86.0;12.6;399.93
87.0;12.71;412.76
88.0;13.02;425.91
89.0;13.17;439.2
90.0;13.48;452.8
91.0;13.54;466.46
92.0;13.8;480.39
93.0;13.92;494.44
94.0;14.16;508.72
95.0;14.24;523.09
96.0;14.46;537.68
97.0;14.63;552.43
98.0;14.85;567.41
99.0;14.86;582.39
100.0;15.08;597.6
101.0;15.16;612.89
