GRAND_ID: 7253
DAM_NAME: 110.29268
LONG: 110.29268
LAT: 27.584389
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.05;0.27
3.0;0.06;0.43
4.0;0.07;0.61
5.0;0.08;0.8
6.0;0.14;1.05
7.0;0.17;1.32
8.0;0.21;1.64
9.0;0.25;1.99
10.0;0.3;2.4
11.0;0.31;2.82
12.0;0.33;3.26
13.0;0.38;3.74
14.0;0.42;4.26
15.0;0.45;4.82
16.0;0.5;5.43
17.0;0.55;6.09
18.0;0.65;6.85
19.0;0.71;7.66
20.0;0.84;8.6
21.0;0.92;9.63
22.0;1.02;10.75
23.0;1.14;12.0
24.0;1.44;13.55
25.0;1.66;15.32
26.0;2.2;17.62
27.0;2.69;20.42
28.0;3.57;24.1
29.0;3.79;28.0
30.0;4.53;32.63
31.0;5.0;37.74
32.0;5.43;43.27
33.0;5.77;49.15
34.0;6.24;55.49
35.0;6.4;62.0
36.0;6.91;69.01
37.0;7.3;76.42
38.0;7.85;84.38
39.0;8.07;92.56
40.0;8.68;101.34
41.0;8.98;110.42
42.0;9.32;119.85
43.0;9.66;129.61
44.0;10.3;140.02
45.0;10.8;150.92
46.0;11.51;162.54
47.0;12.25;174.9
48.0;13.4;188.4
49.0;13.8;202.3
50.0;14.67;217.08
51.0;15.02;232.21
52.0;15.6;247.91
53.0;15.8;263.82
54.0;16.09;280.01
55.0;16.37;296.49
56.0;16.66;313.26
57.0;16.89;330.25
58.0;17.2;347.56
59.0;17.27;364.93
60.0;17.5;382.54
61.0;17.6;400.25
62.0;17.8;418.16
63.0;17.87;436.13
64.0;18.0;454.24
65.0;18.13;472.48
66.0;18.28;490.86
67.0;18.36;509.33
68.0;18.46;527.89
