GRAND_ID: 7296
DAM_NAME: 101.298393
LONG: 101.298393
LAT: 37.493455
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.13
2.0;0.02;0.28
3.0;0.02;0.43
4.0;0.07;0.62
5.0;0.07;0.82
6.0;0.15;1.1
7.0;0.15;1.38
8.0;0.31;1.82
9.0;0.31;2.25
10.0;0.42;2.8
11.0;0.42;3.35
12.0;0.55;4.03
13.0;0.55;4.71
14.0;0.68;5.52
15.0;0.68;6.34
16.0;0.95;7.41
17.0;0.95;8.49
18.0;1.13;9.75
19.0;1.13;11.0
20.0;1.4;12.54
21.0;1.4;14.07
22.0;1.56;15.75
23.0;1.56;17.44
24.0;1.71;19.28
25.0;1.71;21.12
26.0;1.85;23.1
27.0;1.85;25.08
28.0;2.02;27.23
29.0;2.02;29.38
30.0;2.13;31.64
31.0;2.13;33.89
32.0;2.34;36.36
33.0;2.34;38.82
34.0;2.78;41.73
35.0;2.78;44.65
36.0;3.57;48.35
37.0;3.57;52.05
38.0;4.32;56.5
39.0;4.32;60.94
40.0;5.23;66.3
41.0;5.23;71.66
42.0;6.35;78.14
43.0;6.35;84.62
44.0;7.77;92.52
45.0;7.77;100.42
46.0;8.78;109.32
47.0;8.78;118.23
48.0;9.83;128.2
49.0;9.83;138.16
50.0;10.47;148.76
51.0;10.47;159.35
52.0;11.38;170.86
53.0;11.38;182.37
54.0;12.05;194.55
55.0;12.05;206.73
56.0;13.05;219.91
57.0;13.05;233.08
58.0;13.9;247.12
59.0;13.9;261.15
60.0;14.86;276.13
61.0;14.86;291.12
62.0;15.72;306.96
63.0;15.72;322.81
64.0;16.71;339.65
65.0;16.71;356.49
66.0;17.73;374.35
67.0;17.73;392.22
68.0;19.67;412.01
69.0;19.67;431.81
70.0;21.72;453.67
71.0;21.72;475.52
72.0;24.31;499.96
73.0;24.31;524.39
74.0;26.05;550.57
75.0;26.05;576.74
76.0;28.39;605.26
77.0;28.39;633.78
78.0;30.46;664.37
79.0;30.46;694.96
80.0;32.43;727.52
81.0;32.43;760.08
82.0;33.16;793.36
83.0;33.16;826.65
