GRAND_ID: 7270
DAM_NAME: 111.234175
LONG: 111.234175
LAT: 29.673617
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.11;0.27
2.0;0.16;0.6
3.0;0.31;1.07
4.0;0.39;1.62
5.0;0.52;2.3
6.0;0.64;3.11
7.0;0.78;4.06
8.0;0.88;5.1
9.0;1.02;6.29
10.0;1.14;7.6
11.0;1.25;9.01
12.0;1.41;10.59
13.0;1.62;12.37
14.0;1.84;14.38
15.0;2.3;16.85
16.0;2.74;19.76
17.0;3.55;23.47
18.0;4.08;27.71
19.0;5.04;32.92
20.0;5.51;38.59
21.0;6.19;44.95
22.0;6.55;51.67
23.0;6.95;58.79
24.0;7.27;66.22
25.0;7.77;74.16
26.0;8.15;82.48
27.0;8.63;91.28
28.0;8.97;100.42
29.0;9.49;110.08
30.0;10.13;120.37
31.0;11.04;131.58
32.0;11.76;143.5
33.0;12.77;156.44
34.0;13.46;170.06
35.0;14.39;184.61
36.0;15.32;200.1
37.0;17.33;217.6
38.0;18.99;236.75
39.0;21.35;258.26
40.0;22.87;281.3
41.0;24.98;306.44
42.0;26.43;333.04
43.0;28.12;361.32
44.0;29.87;391.35
45.0;31.67;423.19
46.0;32.77;456.13
47.0;34.36;490.65
48.0;35.36;526.18
49.0;36.71;563.05
50.0;37.97;601.19
51.0;39.28;640.63
52.0;40.17;680.96
53.0;41.48;722.6
54.0;42.36;765.13
55.0;43.44;808.74
56.0;44.44;853.34
57.0;45.4;898.91
58.0;46.12;945.19
59.0;47.08;992.43
60.0;47.67;1040.27
61.0;48.67;1089.1
62.0;49.35;1138.61
63.0;49.99;1188.76
64.0;50.42;1239.35
65.0;51.05;1290.56
66.0;51.55;1342.28
67.0;52.15;1394.59
68.0;52.55;1447.31
69.0;53.06;1500.54
70.0;53.51;1554.21
71.0;54.02;1608.4
72.0;54.42;1662.98
73.0;54.9;1718.04
74.0;55.32;1773.52
75.0;55.82;1829.5
76.0;56.24;1885.91
77.0;56.64;1942.71
78.0;56.93;1999.8
79.0;57.29;2057.26
80.0;57.6;2115.03
81.0;57.95;2173.15
82.0;58.26;2231.57
83.0;58.56;2290.3
84.0;58.8;2349.27
85.0;59.03;2408.46
86.0;59.26;2467.89
87.0;59.58;2527.64
