GRAND_ID: 7299
DAM_NAME: 125.493614
LONG: 125.493614
LAT: 40.952002
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.17
2.0;0.15;0.43
3.0;0.33;0.85
4.0;0.53;1.49
5.0;0.9;2.49
6.0;1.36;3.95
7.0;1.87;5.92
8.0;2.14;8.16
9.0;2.54;10.8
10.0;2.96;13.86
11.0;3.29;17.25
12.0;3.58;20.93
13.0;4.02;25.06
14.0;4.44;29.59
15.0;4.93;34.63
16.0;5.33;40.05
17.0;5.8;45.95
18.0;6.22;52.27
19.0;6.79;59.16
20.0;7.11;66.37
21.0;7.49;73.97
22.0;7.72;81.79
23.0;7.94;89.83
24.0;8.15;98.09
25.0;8.5;106.69
26.0;8.71;115.5
27.0;9.0;124.6
28.0;9.22;133.92
29.0;9.67;143.69
30.0;10.02;153.81
31.0;10.61;164.53
32.0;11.06;175.69
33.0;11.71;187.51
34.0;12.23;199.83
35.0;12.8;212.74
36.0;13.21;226.05
37.0;13.7;239.85
38.0;13.95;253.9
39.0;14.17;268.17
40.0;14.31;282.58
41.0;14.44;297.12
42.0;14.54;311.76
