GRAND_ID: 7245
DAM_NAME: 110.336362
LONG: 110.336362
LAT: 30.436319
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.14
2.0;0.03;0.3
3.0;0.03;0.46
4.0;0.08;0.67
5.0;0.13;0.94
6.0;0.33;1.4
7.0;0.33;1.86
8.0;0.36;2.36
9.0;0.36;2.85
10.0;0.55;3.53
11.0;0.69;4.35
12.0;0.79;5.28
13.0;0.79;6.21
14.0;0.96;7.3
15.0;0.99;8.43
16.0;1.13;9.7
17.0;1.13;10.97
18.0;1.24;12.35
19.0;1.24;13.72
20.0;1.55;15.4
21.0;1.65;17.19
22.0;1.82;19.15
23.0;1.85;21.13
24.0;1.85;23.11
25.0;1.85;25.1
26.0;2.04;27.27
27.0;2.09;29.49
28.0;2.28;31.91
29.0;2.28;34.32
30.0;2.5;36.95
31.0;2.53;39.62
32.0;2.7;42.45
33.0;2.7;45.28
34.0;2.84;48.25
35.0;2.86;51.25
36.0;3.0;54.38
37.0;3.02;57.54
38.0;3.13;60.8
39.0;3.13;64.06
40.0;3.42;67.62
41.0;3.42;71.17
42.0;3.65;74.95
43.0;3.82;78.91
44.0;3.93;82.98
45.0;3.99;87.1
46.0;4.15;91.38
47.0;4.15;95.66
48.0;4.31;100.11
49.0;4.31;104.56
50.0;4.48;109.17
51.0;4.48;113.79
52.0;4.61;118.54
53.0;4.69;123.36
54.0;4.88;128.38
55.0;4.88;133.4
56.0;5.15;138.68
57.0;5.15;143.96
58.0;5.28;149.37
59.0;5.5;155.0
60.0;5.72;160.86
61.0;5.72;166.71
62.0;5.99;172.83
63.0;6.1;179.06
64.0;6.28;185.48
65.0;6.28;191.9
66.0;6.36;198.4
67.0;6.42;204.96
68.0;6.59;211.68
69.0;6.75;218.57
70.0;6.95;225.65
71.0;6.95;232.73
72.0;7.28;240.15
73.0;7.28;247.57
74.0;7.44;255.15
75.0;7.59;262.88
76.0;7.75;270.76
77.0;7.78;278.67
78.0;7.89;286.7
79.0;8.11;294.94
80.0;8.16;303.23
81.0;8.16;311.53
82.0;8.51;320.17
83.0;8.54;328.84
84.0;8.7;337.68
85.0;8.87;346.69
86.0;8.98;355.8
87.0;9.03;364.97
88.0;9.25;374.36
89.0;9.25;383.75
90.0;9.31;393.2
91.0;9.65;402.98
92.0;9.9;413.02
93.0;9.95;423.1
94.0;10.1;433.33
95.0;10.15;443.61
96.0;10.29;454.04
97.0;10.29;464.46
98.0;10.43;475.03
99.0;10.43;485.6
100.0;10.69;496.42
101.0;10.83;507.38
102.0;10.91;518.43
103.0;10.96;529.52
104.0;11.24;540.9
105.0;11.24;552.27
106.0;11.57;563.98
107.0;11.57;575.68
108.0;11.78;587.6
109.0;11.78;599.51
110.0;12.14;611.78
111.0;12.44;624.36
112.0;12.78;637.28
113.0;12.78;650.2
114.0;13.33;663.66
115.0;13.33;677.13
116.0;13.94;691.2
117.0;13.94;705.27
118.0;14.86;720.27
119.0;15.25;735.66
120.0;16.2;751.99
121.0;16.33;768.46
122.0;17.59;786.18
123.0;17.84;804.15
124.0;18.49;822.78
125.0;19.09;842.0
126.0;20.28;862.41
127.0;20.28;882.83
128.0;21.55;904.51
129.0;21.85;926.5
130.0;23.06;949.7
131.0;23.39;973.22
132.0;24.31;997.66
133.0;24.42;1022.22
134.0;25.66;1048.01
135.0;26.27;1074.42
136.0;27.06;1101.62
137.0;27.7;1129.45
138.0;28.45;1158.03
139.0;29.16;1187.33
140.0;30.03;1217.49
141.0;30.82;1248.45
142.0;32.02;1280.6
143.0;32.05;1312.78
144.0;33.14;1346.06
145.0;34.02;1380.21
146.0;34.91;1415.26
147.0;34.91;1450.3
148.0;36.43;1486.86
149.0;36.99;1523.99
150.0;38.15;1562.27
151.0;38.53;1600.93
152.0;39.49;1640.56
153.0;40.4;1681.09
154.0;41.79;1723.01
155.0;42.0;1765.15
156.0;43.5;1808.79
157.0;43.79;1852.71
158.0;45.79;1898.63
159.0;45.79;1944.55
160.0;46.93;1991.61
161.0;47.67;2039.42
162.0;48.53;2088.08
163.0;49.04;2137.26
164.0;49.79;2187.18
