GRAND_ID: 7282
DAM_NAME: 103.64792
LONG: 103.64792
LAT: 28.260366
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.1
2.0;0.1;0.3
3.0;0.1;0.5
4.0;0.24;0.84
5.0;0.24;1.18
6.0;0.29;1.57
7.0;0.33;2.0
8.0;0.33;2.43
9.0;0.33;2.86
10.0;0.43;3.39
11.0;0.43;3.92
12.0;0.53;4.55
13.0;0.53;5.18
14.0;0.53;5.81
15.0;0.67;6.58
16.0;0.67;7.35
17.0;0.67;8.12
18.0;0.77;8.99
19.0;0.87;9.96
20.0;1.06;11.12
21.0;1.06;12.28
22.0;1.06;13.45
23.0;1.36;14.91
24.0;1.46;16.47
25.0;1.46;18.04
26.0;1.56;19.7
27.0;1.56;21.36
28.0;1.75;23.21
29.0;1.75;25.07
30.0;1.9;27.07
31.0;2.04;29.22
32.0;2.04;31.36
33.0;2.04;33.51
34.0;2.56;36.17
35.0;2.56;38.83
36.0;2.75;41.69
37.0;2.75;44.54
38.0;2.99;47.64
39.0;3.32;51.06
40.0;3.32;54.48
41.0;3.32;57.9
42.0;3.65;61.65
43.0;3.99;65.74
44.0;4.23;70.07
45.0;4.23;74.41
46.0;4.38;78.89
47.0;4.92;83.91
48.0;5.15;89.16
49.0;5.15;94.41
50.0;5.59;100.11
51.0;5.59;105.8
52.0;6.32;112.22
53.0;6.32;118.65
54.0;6.51;125.26
55.0;6.74;132.09
56.0;7.07;139.27
57.0;7.07;146.44
58.0;7.75;154.29
59.0;7.83;162.23
60.0;8.6;170.92
61.0;8.89;179.92
62.0;8.89;188.91
63.0;9.37;198.39
64.0;9.47;207.95
65.0;10.63;218.69
66.0;10.63;229.42
67.0;11.15;240.67
68.0;11.77;252.54
69.0;11.77;264.41
70.0;11.77;276.28
71.0;13.01;289.39
72.0;13.01;302.5
73.0;14.05;316.65
74.0;14.05;330.8
75.0;14.33;345.23
76.0;15.29;360.62
77.0;15.53;376.24
78.0;15.53;391.87
79.0;16.46;408.43
80.0;17.15;425.68
81.0;18.31;444.09
82.0;18.31;462.5
83.0;18.63;481.23
84.0;19.82;501.16
85.0;20.33;521.59
86.0;20.33;542.03
87.0;21.7;563.83
88.0;21.7;585.63
89.0;23.96;609.69
90.0;23.96;633.76
91.0;23.96;657.82
92.0;25.19;683.11
93.0;26.25;709.47
94.0;26.25;735.82
95.0;27.52;763.44
96.0;27.81;791.35
97.0;29.01;820.45
98.0;29.01;849.56
99.0;29.67;879.33
100.0;31.2;910.64
101.0;31.64;942.38
102.0;31.64;974.13
103.0;32.82;1007.05
104.0;33.73;1040.88
105.0;35.56;1076.54
106.0;35.56;1112.2
107.0;35.56;1147.87
108.0;38.03;1185.99
109.0;38.03;1224.12
110.0;38.03;1262.25
111.0;40.02;1302.37
112.0;41.25;1343.73
113.0;43.1;1386.92
114.0;43.1;1430.12
115.0;43.49;1473.71
