GRAND_ID: 7259
DAM_NAME: 100.815373
LONG: 100.815373
LAT: 26.201358
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.12
2.0;0.01;0.24
3.0;0.01;0.36
4.0;0.01;0.48
5.0;0.01;0.6
6.0;0.01;0.72
7.0;0.01;0.84
8.0;0.01;0.96
9.0;0.02;1.09
10.0;0.02;1.22
11.0;0.03;1.36
12.0;0.03;1.5
13.0;0.04;1.65
14.0;0.05;1.81
15.0;0.07;1.98
16.0;0.08;2.17
17.0;0.08;2.35
18.0;0.09;2.55
19.0;0.09;2.75
20.0;0.1;2.95
21.0;0.1;3.16
22.0;0.11;3.38
23.0;0.14;3.63
24.0;0.14;3.87
25.0;0.14;4.12
26.0;0.15;4.38
27.0;0.18;4.67
28.0;0.18;4.95
29.0;0.18;5.24
30.0;0.21;5.55
31.0;0.21;5.87
32.0;0.21;6.18
33.0;0.21;6.49
34.0;0.24;6.84
35.0;0.25;7.21
36.0;0.26;7.57
37.0;0.26;7.94
38.0;0.27;8.32
39.0;0.27;8.7
40.0;0.27;9.08
41.0;0.29;9.48
42.0;0.29;9.87
43.0;0.31;10.29
44.0;0.31;10.7
45.0;0.34;11.16
46.0;0.34;11.61
47.0;0.34;12.06
48.0;0.36;12.53
49.0;0.36;13.01
50.0;0.42;13.54
51.0;0.46;14.1
52.0;0.47;14.68
53.0;0.48;15.27
54.0;0.48;15.86
55.0;0.49;16.46
56.0;0.49;17.06
57.0;0.55;17.72
58.0;0.55;18.38
59.0;0.55;19.04
60.0;0.58;19.73
61.0;0.58;20.41
62.0;0.61;21.13
63.0;0.62;21.86
64.0;0.63;22.6
65.0;0.64;23.35
66.0;0.67;24.12
67.0;0.75;24.98
68.0;0.75;25.83
69.0;0.79;26.73
70.0;0.83;27.67
71.0;0.91;28.68
72.0;0.91;29.7
73.0;0.96;30.77
74.0;1.0;31.87
75.0;1.02;33.0
76.0;1.04;34.15
77.0;1.04;35.3
78.0;1.08;36.49
79.0;1.11;37.71
80.0;1.13;38.95
81.0;1.13;40.19
82.0;1.18;41.49
83.0;1.21;42.8
84.0;1.21;44.12
85.0;1.23;45.46
86.0;1.23;46.79
87.0;1.24;48.14
88.0;1.29;49.54
89.0;1.37;51.01
90.0;1.38;52.5
91.0;1.39;53.99
92.0;1.44;55.54
93.0;1.44;57.09
94.0;1.48;58.68
95.0;1.53;60.32
96.0;1.57;62.0
97.0;1.61;63.72
98.0;1.61;65.43
99.0;1.66;67.2
100.0;1.72;69.03
101.0;1.8;70.94
102.0;1.8;72.85
103.0;1.86;74.82
104.0;1.96;76.89
105.0;1.96;78.96
106.0;1.97;81.05
107.0;1.99;83.14
108.0;2.05;85.3
109.0;2.05;87.47
110.0;2.14;89.71
111.0;2.14;91.96
112.0;2.23;94.3
113.0;2.27;96.68
114.0;2.28;99.06
115.0;2.32;101.49
116.0;2.39;103.99
117.0;2.51;106.61
118.0;2.58;109.3
119.0;2.58;111.99
120.0;2.7;114.8
121.0;2.7;117.6
122.0;2.79;120.5
123.0;2.79;123.39
124.0;2.9;126.4
125.0;2.9;129.41
126.0;2.92;132.44
127.0;2.92;135.47
128.0;3.05;138.63
129.0;3.14;141.88
130.0;3.18;145.17
131.0;3.2;148.48
132.0;3.39;151.98
133.0;3.39;155.48
134.0;3.46;159.05
135.0;3.46;162.62
136.0;3.54;166.26
137.0;3.58;169.95
138.0;3.69;173.75
139.0;3.7;177.56
140.0;3.8;181.47
141.0;3.8;185.38
142.0;3.88;189.37
143.0;3.9;193.38
144.0;3.96;197.44
145.0;4.07;201.62
146.0;4.2;205.93
147.0;4.2;210.24
148.0;4.35;214.69
149.0;4.35;219.15
150.0;4.59;223.85
151.0;4.6;228.56
152.0;4.74;233.42
153.0;4.77;238.29
154.0;4.84;243.24
155.0;4.84;248.18
156.0;5.06;253.36
157.0;5.06;258.53
158.0;5.22;263.86
159.0;5.48;269.45
160.0;5.48;275.04
161.0;5.64;280.79
162.0;6.03;286.93
163.0;6.03;293.07
164.0;6.36;299.55
165.0;6.55;306.2
166.0;6.73;313.04
167.0;6.81;319.96
168.0;7.45;327.52
169.0;7.45;335.08
170.0;7.88;343.07
171.0;7.88;351.06
172.0;8.82;359.99
173.0;9.4;369.5
174.0;9.4;379.01
175.0;10.24;389.35
176.0;10.85;400.31
177.0;10.85;411.27
178.0;11.8;423.18
179.0;11.8;435.09
180.0;12.69;447.89
181.0;13.1;461.11
182.0;13.99;475.2
183.0;14.27;489.59
184.0;15.77;505.46
