GRAND_ID: 7240
DAM_NAME: 109.048369
LONG: 109.048369
LAT: 26.606404
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.02;0.24
3.0;0.04;0.39
4.0;0.11;0.61
5.0;0.15;0.87
6.0;0.18;1.16
7.0;0.21;1.49
8.0;0.23;1.83
9.0;0.31;2.24
10.0;0.31;2.66
11.0;0.31;3.08
12.0;0.31;3.5
13.0;0.32;3.93
14.0;0.34;4.38
15.0;0.36;4.85
16.0;0.36;5.32
17.0;0.41;5.84
18.0;0.41;6.37
19.0;0.43;6.91
20.0;0.45;7.47
21.0;0.49;8.07
22.0;0.49;8.68
23.0;0.51;9.3
24.0;0.53;9.95
25.0;0.58;10.64
26.0;0.58;11.34
27.0;0.6;12.05
28.0;0.6;12.76
29.0;0.65;13.52
30.0;0.65;14.28
31.0;0.67;15.06
32.0;0.68;15.85
33.0;0.7;16.66
34.0;0.71;17.49
35.0;0.81;18.41
36.0;0.83;19.35
37.0;0.95;20.41
38.0;0.96;21.49
39.0;0.98;22.59
40.0;0.98;23.68
41.0;1.08;24.88
42.0;1.12;26.11
43.0;1.19;27.41
44.0;1.23;28.75
45.0;1.41;30.28
46.0;1.52;31.91
47.0;1.58;33.6
48.0;1.74;35.46
49.0;1.99;37.56
50.0;2.2;39.87
51.0;2.49;42.48
52.0;2.68;45.27
53.0;3.07;48.45
54.0;3.22;51.79
55.0;3.42;55.32
56.0;3.58;59.02
57.0;4.04;63.17
58.0;4.21;67.49
59.0;4.64;72.24
60.0;4.85;77.21
61.0;5.28;82.6
62.0;5.52;88.24
63.0;6.02;94.38
64.0;6.37;100.86
65.0;6.84;107.81
66.0;7.1;115.02
67.0;7.67;122.8
68.0;7.9;130.81
69.0;8.58;139.5
70.0;8.91;148.52
71.0;9.45;158.08
72.0;9.99;168.18
73.0;10.53;178.82
74.0;10.83;189.76
75.0;11.51;201.39
76.0;11.9;213.4
77.0;12.76;226.27
78.0;13.14;239.52
79.0;14.1;253.73
80.0;14.59;268.44
81.0;15.3;283.84
82.0;16.02;299.97
83.0;16.82;316.9
84.0;17.48;334.5
85.0;18.58;353.19
86.0;19.17;372.47
87.0;20.25;392.83
88.0;20.88;413.82
89.0;21.64;435.57
90.0;22.31;457.99
91.0;23.59;481.69
92.0;24.27;506.08
93.0;25.22;531.4
94.0;25.96;557.47
95.0;27.18;584.76
96.0;27.87;612.74
97.0;28.93;641.78
98.0;29.7;671.6
99.0;31.4;703.1
100.0;32.31;735.52
101.0;33.84;769.47
102.0;34.78;804.36
103.0;36.08;840.55
104.0;37.02;877.69
105.0;38.59;916.39
106.0;39.21;955.71
107.0;40.89;996.72
108.0;42.14;1038.97
109.0;43.57;1082.66
110.0;44.71;1127.48
111.0;46.2;1173.8
112.0;46.89;1220.8
113.0;49.21;1270.12
114.0;50.0;1320.23
115.0;52.55;1372.89
116.0;53.26;1426.26
117.0;55.67;1482.05
118.0;56.89;1539.05
119.0;58.7;1597.86
120.0;59.64;1657.61
121.0;61.62;1719.34
122.0;62.24;1781.69
123.0;64.95;1846.76
124.0;66.0;1912.86
125.0;67.81;1980.78
126.0;69.23;2050.12
127.0;71.66;2121.9
128.0;72.46;2194.47
129.0;75.12;2269.7
130.0;75.92;2345.73
131.0;78.58;2424.42
132.0;79.54;2504.07
133.0;81.75;2585.94
134.0;82.86;2668.91
135.0;84.81;2753.83
136.0;85.99;2839.93
137.0;88.64;2928.68
138.0;89.35;3018.13
139.0;91.88;3110.12
140.0;92.88;3203.12
141.0;94.76;3298.0
142.0;96.29;3394.39
143.0;98.34;3492.85
144.0;99.22;3592.18
145.0;101.44;3693.74
146.0;102.53;3796.38
147.0;104.48;3900.97
148.0;105.34;4006.42
149.0;107.8;4114.33
150.0;108.89;4223.34
151.0;110.79;4334.23
152.0;111.68;4446.03
153.0;113.64;4559.78
154.0;114.11;4674.0
155.0;115.98;4790.09
156.0;116.79;4907.0
157.0;118.21;5025.32
158.0;119.09;5144.52
159.0;120.66;5265.29
160.0;121.67;5387.08
161.0;123.36;5510.55
162.0;123.79;5634.46
163.0;125.5;5760.07
164.0;125.87;5886.05
165.0;127.14;6013.3
166.0;128.2;6141.62
167.0;129.22;6270.95
168.0;129.86;6400.93
169.0;130.99;6532.02
170.0;131.48;6663.62
171.0;132.72;6796.45
172.0;133.2;6929.76
173.0;134.13;7064.0
174.0;134.68;7198.8
175.0;135.55;7334.47
176.0;136.08;7470.66
177.0;136.99;7607.76
178.0;137.4;7745.28
179.0;138.02;7883.42
180.0;138.34;8021.87
181.0;139.09;8161.07
182.0;139.36;8300.54
183.0;139.92;8440.58
184.0;140.22;8580.91
185.0;140.72;8721.74
186.0;141.03;8862.89
187.0;141.54;9004.54
188.0;141.71;9146.37
189.0;142.28;9288.76
190.0;142.51;9431.39
191.0;142.98;9574.48
192.0;143.14;9717.73
193.0;143.46;9861.3
194.0;143.65;10005.07
195.0;144.13;10149.31
196.0;144.23;10293.65
