GRAND_ID,Name,Year,GRAND_Capacity,MAX_WL,Bottom_Elev,Shape_Factor,Point,Boundary
411,AmericanFalls,1977,2061.5,1332.7,1305.7,1,"-112.743187, 42.926194","-112.928234, 43.086384, -112.553579, 42.752642"
