GRAND_ID: 7281
DAM_NAME: 104.388381
LONG: 104.388381
LAT: 28.645019
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.24;0.46
3.0;0.27;0.84
4.0;0.54;1.49
5.0;0.58;2.19
6.0;0.9;3.2
7.0;0.93;4.25
8.0;1.26;5.62
9.0;1.33;7.06
10.0;1.42;8.59
11.0;1.51;10.21
12.0;1.91;12.24
13.0;2.01;14.36
14.0;2.5;16.97
15.0;2.5;19.58
16.0;2.8;22.49
17.0;2.85;25.46
18.0;3.46;29.04
19.0;3.49;32.64
20.0;4.15;36.9
21.0;4.15;41.16
22.0;4.57;45.83
23.0;4.77;50.72
24.0;5.44;56.26
25.0;5.64;62.02
26.0;6.38;68.51
27.0;6.54;75.16
28.0;7.6;82.87
29.0;7.6;90.58
30.0;8.74;99.43
31.0;8.81;108.36
32.0;9.77;118.24
33.0;9.91;128.26
34.0;10.92;139.3
35.0;11.16;150.57
36.0;12.36;163.04
37.0;13.11;176.27
38.0;14.02;190.4
39.0;14.48;204.99
40.0;15.26;220.37
41.0;15.59;236.07
42.0;16.55;252.74
43.0;17.45;270.3
44.0;18.14;288.55
45.0;18.69;307.35
46.0;19.65;327.11
47.0;20.22;347.45
48.0;21.3;368.86
49.0;21.91;390.89
50.0;22.64;413.64
51.0;23.33;437.09
52.0;24.38;461.58
53.0;24.96;486.65
54.0;25.83;512.6
55.0;26.51;539.22
56.0;27.32;566.65
57.0;27.93;594.7
58.0;28.92;623.73
59.0;29.49;653.33
60.0;30.54;683.98
61.0;31.34;715.43
62.0;32.37;747.91
63.0;32.88;780.91
64.0;33.92;814.94
65.0;34.48;849.54
66.0;35.61;885.26
67.0;36.06;921.43
68.0;37.4;958.94
69.0;37.98;997.03
70.0;39.2;1036.34
71.0;40.24;1076.69
72.0;41.5;1118.3
73.0;42.31;1160.72
74.0;43.45;1204.28
75.0;44.21;1248.6
76.0;45.46;1294.18
77.0;46.2;1340.48
78.0;47.73;1388.33
79.0;48.34;1436.78
80.0;50.34;1487.23
81.0;50.67;1538.02
82.0;52.58;1590.71
83.0;52.8;1643.63
84.0;54.5;1698.23
85.0;54.84;1753.19
86.0;56.78;1810.08
87.0;57.1;1867.28
88.0;59.11;1926.5
89.0;59.32;1985.93
90.0;61.06;2047.1
91.0;61.38;2108.59
92.0;63.13;2171.84
93.0;63.2;2235.15
94.0;65.29;2300.56
95.0;65.69;2366.36
96.0;67.48;2433.96
97.0;67.89;2501.96
98.0;70.15;2572.22
99.0;70.57;2642.9
100.0;72.74;2715.76
101.0;72.85;2788.72
102.0;74.86;2863.7
103.0;75.22;2939.04
104.0;77.09;3016.24
105.0;77.44;3093.79
106.0;79.7;3173.6
107.0;79.91;3253.63
108.0;82.47;3336.21
109.0;82.76;3419.07
110.0;84.85;3504.04
111.0;85.17;3589.32
112.0;87.69;3677.12
113.0;87.94;3765.17
114.0;90.52;3855.8
115.0;90.68;3946.59
116.0;92.83;4039.54
117.0;93.07;4132.72
118.0;94.82;4227.66
119.0;96.28;4324.05
120.0;97.61;4421.77
121.0;98.97;4520.85
122.0;100.22;4621.18
123.0;101.44;4722.73
124.0;102.68;4825.53
125.0;103.9;4929.54
126.0;104.99;5034.65
127.0;106.0;5140.76
128.0;107.45;5248.31
129.0;108.6;5357.03
130.0;110.2;5467.34
131.0;111.11;5578.56
132.0;112.44;5691.11
133.0;113.53;5804.75
134.0;114.67;5919.54
135.0;115.96;6035.61
136.0;117.45;6153.18
137.0;118.09;6271.38
138.0;119.27;6390.76
139.0;119.87;6510.74
140.0;121.04;6631.9
141.0;121.71;6753.72
142.0;123.04;6876.87
143.0;123.6;7000.58
144.0;125.01;7125.71
145.0;125.74;7251.56
146.0;126.94;7378.61
147.0;127.6;7506.32
148.0;129.08;7635.51
149.0;129.62;7765.24
150.0;131.05;7896.41
151.0;131.63;8028.14
152.0;133.11;8161.37
153.0;133.61;8295.09
154.0;135.04;8430.25
155.0;135.61;8565.97
156.0;136.87;8702.95
157.0;137.98;8841.05
158.0;139.08;8980.23
159.0;139.78;9120.13
160.0;140.7;9260.94
161.0;141.62;9402.67
162.0;142.44;9545.22
163.0;143.11;9688.45
164.0;143.94;9832.5
165.0;144.78;9977.39
166.0;145.64;10123.14
167.0;146.37;10269.62
168.0;147.18;10416.91
169.0;148.05;10565.07
170.0;148.84;10714.02
171.0;149.7;10863.84
172.0;150.46;11014.42
173.0;151.25;11165.78
174.0;151.87;11317.76
175.0;152.56;11470.43
176.0;153.24;11623.79
177.0;153.67;11777.57
178.0;154.87;11932.55
179.0;155.33;12087.98
180.0;156.15;12244.25
181.0;156.52;12400.88
182.0;157.51;12558.51
183.0;157.89;12716.51
184.0;158.66;12875.28
185.0;159.01;13034.4
186.0;159.8;13194.31
187.0;160.05;13354.47
188.0;160.67;13515.26
189.0;161.03;13676.4
190.0;161.6;13838.1
191.0;161.84;14000.06
192.0;162.65;14162.82
193.0;163.07;14326.0
194.0;164.04;14490.16
195.0;164.43;14654.7
196.0;165.3;14820.11
197.0;165.82;14986.04
198.0;166.45;15152.6
199.0;166.74;15319.46
200.0;167.19;15486.76
201.0;167.65;15654.52
202.0;168.32;15822.95
203.0;168.75;15991.82
204.0;169.42;16161.35
205.0;169.84;16331.3
206.0;170.32;16501.73
207.0;170.63;16672.47
208.0;171.05;16843.64
209.0;171.38;17015.13
