GRAND_ID: 7291
DAM_NAME: 111.085061
LONG: 111.085061
LAT: 31.988116
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.05;0.29
3.0;0.1;0.48
4.0;0.12;0.7
5.0;0.16;0.96
6.0;0.2;1.26
7.0;0.25;1.61
8.0;0.28;1.99
9.0;0.35;2.44
10.0;0.38;2.92
11.0;0.43;3.45
12.0;0.48;4.03
13.0;0.54;4.68
14.0;0.57;5.35
15.0;0.63;6.08
16.0;0.68;6.87
17.0;0.77;7.74
18.0;0.81;8.65
19.0;0.92;9.67
20.0;0.99;10.77
21.0;1.11;11.98
22.0;1.16;13.24
23.0;1.25;14.6
24.0;1.31;16.01
25.0;1.4;17.52
26.0;1.46;19.08
27.0;1.62;20.8
28.0;1.7;22.6
29.0;1.82;24.52
30.0;1.9;26.52
31.0;2.03;28.66
32.0;2.16;30.92
33.0;2.33;33.34
34.0;2.43;35.88
35.0;2.64;38.62
36.0;2.79;41.52
37.0;2.98;44.6
38.0;3.08;47.78
39.0;3.25;51.13
40.0;3.35;54.58
41.0;3.55;58.23
42.0;3.66;61.99
43.0;3.92;66.01
44.0;4.05;70.16
45.0;4.26;74.52
46.0;4.36;78.98
47.0;4.59;83.67
48.0;4.75;88.53
49.0;4.99;93.62
50.0;5.19;98.91
51.0;5.46;104.48
52.0;5.7;110.28
53.0;6.05;116.43
54.0;6.29;122.82
55.0;6.75;129.67
56.0;6.96;136.73
57.0;7.4;144.24
58.0;7.64;151.98
59.0;7.98;160.06
60.0;8.12;168.28
61.0;8.38;176.77
62.0;8.56;185.43
63.0;8.81;194.34
