GRAND_ID: 7302
DAM_NAME: 98.197843
LONG: 98.197843
LAT: 25.264561
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.06;0.31
3.0;0.12;0.53
4.0;0.14;0.78
5.0;0.17;1.06
6.0;0.2;1.37
7.0;0.24;1.71
8.0;0.25;2.08
9.0;0.29;2.48
10.0;0.33;2.91
11.0;0.38;3.4
12.0;0.4;3.91
13.0;0.45;4.47
14.0;0.48;5.05
15.0;0.53;5.69
16.0;0.56;6.36
17.0;0.61;7.08
18.0;0.63;7.82
19.0;0.69;8.62
20.0;0.72;9.45
21.0;0.78;10.33
22.0;0.81;11.25
23.0;0.86;12.21
24.0;0.89;13.22
25.0;0.93;14.25
26.0;0.95;15.31
27.0;1.0;16.42
28.0;1.03;17.56
29.0;1.08;18.75
30.0;1.1;19.96
31.0;1.15;21.22
32.0;1.18;22.51
33.0;1.24;23.86
34.0;1.28;25.25
35.0;1.34;26.7
36.0;1.37;28.18
37.0;1.45;29.74
38.0;1.48;31.33
39.0;1.55;32.98
40.0;1.58;34.67
41.0;1.64;36.42
42.0;1.67;38.19
43.0;1.73;40.03
44.0;1.77;41.91
45.0;1.85;43.87
46.0;1.89;45.86
47.0;1.95;47.93
48.0;1.99;50.02
49.0;2.07;52.19
50.0;2.1;54.4
51.0;2.18;56.69
52.0;2.22;59.02
53.0;2.29;61.42
54.0;2.33;63.86
55.0;2.41;66.38
56.0;2.48;68.98
57.0;2.56;71.64
58.0;2.62;74.37
59.0;2.7;77.17
60.0;2.76;80.05
61.0;2.85;83.0
62.0;2.9;86.01
63.0;2.99;89.11
64.0;3.06;92.27
65.0;3.16;95.54
66.0;3.25;98.9
67.0;3.38;102.39
68.0;3.46;105.96
69.0;3.57;109.64
70.0;3.66;113.41
71.0;3.78;117.3
72.0;3.85;121.27
73.0;3.99;125.37
74.0;4.07;129.55
75.0;4.22;133.87
76.0;4.3;138.28
77.0;4.44;142.83
78.0;4.49;147.43
79.0;4.68;152.23
80.0;4.75;157.09
81.0;4.91;162.11
82.0;5.0;167.22
83.0;5.18;172.51
84.0;5.27;177.88
85.0;5.45;183.44
86.0;5.51;189.06
87.0;5.67;194.83
88.0;5.74;200.69
89.0;5.89;206.69
90.0;5.94;212.74
91.0;6.06;218.91
92.0;6.13;225.14
93.0;6.25;231.5
94.0;6.3;237.92
95.0;6.41;244.44
96.0;6.45;250.99
