GRAND_ID: 7316
DAM_NAME: -95.350711
LONG: -95.350711
LAT: 34.629812
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;1.12;1.66
2.0;2.5;4.7
3.0;4.16;9.4
4.0;9.38;19.33
5.0;12.88;32.75
6.0;16.75;50.04
7.0;19.33;69.91
8.0;23.71;94.16
9.0;28.3;123.01
10.0;36.63;160.18
11.0;42.11;202.83
12.0;49.92;253.29
13.0;54.49;308.33
14.0;60.16;369.02
15.0;62.74;432.31
16.0;64.95;497.8
