GRAND_ID: 7242
DAM_NAME: 108.471724
LONG: 108.471724
LAT: 28.496411
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.17
2.0;0.08;0.37
3.0;0.13;0.61
4.0;0.16;0.88
5.0;0.2;1.2
6.0;0.24;1.55
7.0;0.25;1.91
8.0;0.27;2.3
9.0;0.3;2.71
10.0;0.31;3.13
11.0;0.35;3.6
12.0;0.38;4.09
13.0;0.42;4.63
14.0;0.45;5.19
15.0;0.53;5.84
16.0;0.61;6.56
17.0;0.67;7.35
18.0;0.71;8.17
19.0;0.79;9.08
20.0;0.83;10.02
21.0;0.87;11.0
22.0;0.89;12.01
23.0;0.96;13.08
24.0;0.99;14.19
25.0;1.06;15.37
26.0;1.09;16.57
27.0;1.15;17.84
28.0;1.18;19.13
29.0;1.22;20.47
30.0;1.25;21.83
31.0;1.35;23.29
32.0;1.39;24.8
33.0;1.48;26.39
34.0;1.51;28.01
35.0;1.58;29.71
36.0;1.62;31.44
37.0;1.69;33.25
38.0;1.71;35.08
39.0;1.82;37.01
40.0;1.86;38.99
41.0;1.94;41.04
42.0;1.98;43.14
43.0;2.05;45.3
44.0;2.11;47.53
45.0;2.19;49.84
46.0;2.24;52.2
47.0;2.38;54.69
48.0;2.5;57.3
49.0;2.71;60.13
50.0;2.82;63.06
51.0;2.93;66.1
52.0;3.03;69.24
53.0;3.18;72.54
54.0;3.28;75.94
55.0;3.37;79.42
56.0;3.46;82.99
57.0;3.57;86.67
58.0;3.68;90.46
59.0;3.76;94.34
60.0;3.85;98.3
61.0;3.92;102.34
62.0;4.0;106.45
63.0;4.08;110.65
64.0;4.11;114.87
65.0;4.19;119.18
66.0;4.3;123.59
67.0;4.45;128.16
68.0;4.53;132.8
69.0;4.65;137.57
70.0;4.79;142.47
71.0;4.96;147.54
72.0;5.05;152.7
73.0;5.26;158.08
74.0;5.39;163.59
75.0;5.58;169.28
76.0;5.72;175.11
77.0;6.01;181.24
78.0;6.14;187.49
79.0;6.37;193.98
80.0;6.6;200.69
81.0;6.93;207.74
82.0;7.08;214.94
83.0;7.41;222.46
84.0;7.66;230.24
85.0;7.96;238.31
86.0;8.19;246.61
87.0;8.66;255.38
88.0;9.0;264.5
89.0;9.81;274.43
90.0;10.17;284.71
91.0;11.29;296.11
92.0;12.01;308.23
93.0;12.99;321.34
94.0;13.4;334.85
95.0;14.3;349.27
96.0;14.92;364.3
97.0;15.68;380.1
98.0;16.2;396.41
99.0;17.2;413.73
100.0;17.71;431.55
101.0;18.39;450.05
102.0;18.97;469.14
103.0;19.65;488.9
104.0;20.35;509.36
105.0;20.86;530.34
106.0;21.38;551.83
