GRAND_ID: 7293
DAM_NAME: 114.013322
LONG: 114.013322
LAT: 27.585307
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.05;0.29
3.0;0.13;0.52
4.0;0.17;0.8
5.0;0.25;1.15
6.0;0.3;1.56
7.0;0.35;2.02
8.0;0.4;2.52
9.0;0.47;3.09
10.0;0.51;3.7
11.0;0.57;4.38
12.0;0.64;5.13
13.0;0.71;5.95
14.0;0.78;6.84
15.0;0.88;7.82
16.0;0.95;8.87
17.0;1.02;10.0
18.0;1.07;11.18
19.0;1.14;12.43
20.0;1.18;13.71
21.0;1.23;15.05
22.0;1.28;16.43
23.0;1.33;17.87
24.0;1.37;19.34
25.0;1.42;20.87
26.0;1.46;22.44
27.0;1.53;24.08
28.0;1.59;25.77
29.0;1.65;27.53
30.0;1.7;29.34
31.0;1.79;31.23
32.0;1.85;33.19
33.0;1.94;35.24
34.0;2.02;37.37
35.0;2.1;39.57
36.0;2.18;41.86
37.0;2.29;44.26
38.0;2.35;46.71
39.0;2.45;49.27
40.0;2.52;51.89
41.0;2.64;54.64
42.0;2.74;57.49
43.0;2.87;60.46
44.0;2.98;63.54
45.0;3.09;66.74
46.0;3.16;70.01
47.0;3.24;73.35
