GRAND_ID: 7289
DAM_NAME: 119.27985
LONG: 119.27985
LAT: 27.214479
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.02;0.24
3.0;0.04;0.39
4.0;0.08;0.58
5.0;0.09;0.78
6.0;0.15;1.04
7.0;0.17;1.32
8.0;0.22;1.64
9.0;0.24;1.99
10.0;0.3;2.4
11.0;0.32;2.83
12.0;0.38;3.32
13.0;0.41;3.84
14.0;0.5;4.45
15.0;0.55;5.1
16.0;0.67;5.89
17.0;0.72;6.72
18.0;0.84;7.66
19.0;0.87;8.64
20.0;0.99;9.74
21.0;1.05;10.89
22.0;1.17;12.17
23.0;1.21;13.49
24.0;1.35;14.94
25.0;1.4;16.45
26.0;1.56;18.12
27.0;1.63;19.85
28.0;1.87;21.83
29.0;1.97;23.91
30.0;2.16;26.18
31.0;2.26;28.55
32.0;2.44;31.09
33.0;2.54;33.73
34.0;2.77;36.61
35.0;2.89;39.61
36.0;3.15;42.87
37.0;3.26;46.24
38.0;3.47;49.82
39.0;3.55;53.47
40.0;3.81;57.39
41.0;3.9;61.4
42.0;4.13;65.63
43.0;4.26;70.0
44.0;4.51;74.62
45.0;4.63;79.35
46.0;4.9;84.36
47.0;5.04;89.5
48.0;5.29;94.9
49.0;5.43;100.44
50.0;5.69;106.24
51.0;5.81;112.15
