GRAND_ID: 7272
DAM_NAME: 103.985164
LONG: 103.985164
LAT: 24.438573
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.15
2.0;0.1;0.37
3.0;0.1;0.59
4.0;0.19;0.91
5.0;0.19;1.22
6.0;0.25;1.59
7.0;0.25;1.96
8.0;0.33;2.41
9.0;0.35;2.89
10.0;0.41;3.42
11.0;0.44;3.98
12.0;0.49;4.6
13.0;0.49;5.21
14.0;0.55;5.88
15.0;0.62;6.62
16.0;0.71;7.46
17.0;0.71;8.29
18.0;0.91;9.32
19.0;1.03;10.48
20.0;1.22;11.82
21.0;1.22;13.16
22.0;1.47;14.75
23.0;1.49;16.36
24.0;1.69;18.17
25.0;1.83;20.12
26.0;2.03;22.27
27.0;2.03;24.42
28.0;2.29;26.84
29.0;2.29;29.26
30.0;2.62;32.0
31.0;2.62;34.75
32.0;2.83;37.7
33.0;2.88;40.7
34.0;3.2;44.02
35.0;3.37;47.52
36.0;3.71;51.35
37.0;3.71;55.19
38.0;4.07;59.39
39.0;4.07;63.59
40.0;4.27;67.98
41.0;4.49;72.59
42.0;4.77;77.48
43.0;4.81;82.41
44.0;5.15;87.69
45.0;5.32;93.13
46.0;5.75;99.01
47.0;5.75;104.88
48.0;6.01;111.01
49.0;6.01;117.14
50.0;6.4;123.66
51.0;6.62;130.41
52.0;7.02;137.55
53.0;7.1;144.78
54.0;7.6;152.5
55.0;7.6;160.23
56.0;8.52;168.88
57.0;8.52;177.53
58.0;8.84;186.5
59.0;8.84;195.46
60.0;9.46;205.05
61.0;9.72;214.89
62.0;10.08;225.1
63.0;10.19;235.41
64.0;10.58;246.11
65.0;10.58;256.82
66.0;10.85;267.8
67.0;11.29;279.21
68.0;11.61;290.94
69.0;11.61;302.68
70.0;12.13;314.93
71.0;12.37;327.42
72.0;12.74;340.29
73.0;12.74;353.16
74.0;13.03;366.31
75.0;13.17;379.6
76.0;13.47;393.2
77.0;13.63;406.95
78.0;14.0;421.07
79.0;14.0;435.19
80.0;14.34;449.66
81.0;14.34;464.12
82.0;14.83;479.07
83.0;14.83;494.02
84.0;15.08;509.22
85.0;15.15;524.5
86.0;15.35;539.98
87.0;15.5;555.61
88.0;15.81;571.54
89.0;15.81;587.47
90.0;16.06;603.65
91.0;16.06;619.84
92.0;16.25;636.21
93.0;16.35;652.68
94.0;16.46;669.26
95.0;16.53;685.91
