GRAND_ID: 7290
DAM_NAME: 110.96861
LONG: 110.96861
LAT: 31.939694
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.15
2.0;0.04;0.32
3.0;0.06;0.52
4.0;0.1;0.75
5.0;0.11;1.0
6.0;0.14;1.27
7.0;0.15;1.56
8.0;0.18;1.87
9.0;0.19;2.2
10.0;0.21;2.54
11.0;0.23;2.91
12.0;0.26;3.3
13.0;0.28;3.71
14.0;0.3;4.14
15.0;0.32;4.6
16.0;0.34;5.08
17.0;0.36;5.57
18.0;0.4;6.11
19.0;0.44;6.68
20.0;0.51;7.32
21.0;0.55;8.01
22.0;0.65;8.79
23.0;0.73;9.66
24.0;0.88;10.67
25.0;0.95;11.75
26.0;1.09;12.97
27.0;1.18;14.29
28.0;1.34;15.76
29.0;1.44;17.33
30.0;1.58;19.04
31.0;1.66;20.84
32.0;1.8;22.77
33.0;1.86;24.77
34.0;2.04;26.95
35.0;2.15;29.23
36.0;2.32;31.68
37.0;2.42;34.24
38.0;2.59;36.97
39.0;2.69;39.79
40.0;2.93;42.85
41.0;3.09;46.08
42.0;3.31;49.52
43.0;3.41;53.07
44.0;3.57;56.78
45.0;3.72;60.64
46.0;3.89;64.66
47.0;4.03;68.82
48.0;4.32;73.28
49.0;4.46;77.87
50.0;4.67;82.68
51.0;4.86;87.67
52.0;5.09;92.9
53.0;5.2;98.23
54.0;5.37;103.74
55.0;5.48;109.35
56.0;5.62;115.1
57.0;5.74;120.98
58.0;5.91;127.02
59.0;5.99;133.15
60.0;6.17;139.45
61.0;6.27;145.86
62.0;6.39;152.38
63.0;6.53;159.04
64.0;6.7;165.88
65.0;6.79;172.81
66.0;6.97;179.91
67.0;7.02;187.07
68.0;7.21;194.41
69.0;7.35;201.89
70.0;7.54;209.57
71.0;7.64;217.35
72.0;7.82;225.3
73.0;7.92;233.36
74.0;8.1;241.59
75.0;8.26;249.98
76.0;8.47;258.58
77.0;8.59;267.3
78.0;8.76;276.2
79.0;8.85;285.18
80.0;9.08;294.39
81.0;9.18;303.71
82.0;9.35;313.19
83.0;9.44;322.77
