GRAND_ID: 7312
DAM_NAME: -68.446659
LONG: -68.446659
LAT: 44.627559
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.25;0.35
2.0;0.55;1.0
3.0;1.07;2.18
4.0;1.69;3.97
5.0;2.77;6.84
6.0;3.81;10.76
7.0;4.68;15.54
8.0;5.43;21.07
9.0;6.01;27.18
10.0;6.63;33.92
11.0;7.19;41.21
12.0;8.18;49.5
13.0;9.12;58.73
14.0;10.15;68.98
15.0;10.89;79.97
16.0;11.64;91.71
17.0;12.23;104.04
18.0;12.75;116.89
19.0;13.13;130.13
20.0;13.41;143.64
