GRAND_ID: 2809
DAM_NAME: -7.800984
LONG: -7.800984
LAT: 39.543331
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.17
2.0;0.15;0.42
3.0;0.26;0.78
4.0;0.48;1.36
5.0;0.68;2.15
6.0;1.06;3.32
7.0;1.35;4.78
8.0;1.78;6.66
9.0;2.08;8.85
10.0;2.51;11.46
11.0;2.8;14.36
12.0;3.23;17.7
13.0;3.71;21.51
14.0;4.24;25.85
15.0;4.52;30.48
16.0;5.05;35.63
17.0;5.4;41.14
18.0;5.82;47.06
19.0;6.08;53.25
20.0;6.42;59.78
21.0;6.64;66.53
22.0;6.92;73.55
23.0;7.14;80.8
24.0;7.39;88.29
25.0;7.53;95.92
26.0;7.75;103.78
27.0;7.89;111.78
28.0;8.06;119.94
29.0;8.19;128.24
30.0;8.32;136.67
