GRAND_ID: 4310
DAM_NAME: 22.282513
LONG: 22.282513
LAT: -33.408908
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.05;0.29
3.0;0.06;0.47
4.0;0.1;0.68
5.0;0.11;0.91
6.0;0.15;1.17
7.0;0.17;1.45
8.0;0.21;1.78
9.0;0.23;2.13
10.0;0.27;2.51
11.0;0.29;2.91
12.0;0.38;3.4
13.0;0.42;3.93
14.0;0.44;4.49
15.0;0.46;5.06
16.0;0.48;5.66
17.0;0.49;6.26
18.0;0.5;6.87
19.0;0.5;7.49
20.0;0.51;8.12
21.0;0.52;8.75
22.0;0.52;9.38
23.0;0.52;10.02
24.0;0.53;10.66
25.0;0.53;11.3
26.0;0.53;11.95
27.0;0.53;12.59
28.0;0.54;13.24
29.0;0.54;13.89
30.0;0.54;14.54
31.0;0.54;15.19
32.0;0.54;15.84
33.0;0.54;16.5
