GRAND_ID: 1686
DAM_NAME: -80.378605
LONG: -80.378605
LAT: 38.987732
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.15
2.0;0.09;0.35
3.0;0.17;0.62
4.0;0.22;0.94
5.0;0.29;1.33
6.0;0.33;1.77
7.0;0.43;2.3
8.0;0.46;2.86
9.0;0.52;3.49
10.0;0.56;4.14
11.0;0.62;4.86
12.0;0.66;5.63
13.0;0.74;6.47
14.0;0.8;7.38
15.0;0.96;8.44
16.0;1.03;9.57
17.0;1.22;10.9
18.0;1.32;12.32
19.0;1.58;14.0
20.0;1.75;15.85
21.0;1.99;17.94
22.0;2.08;20.12
23.0;2.24;22.46
24.0;2.29;24.85
25.0;2.41;27.36
26.0;2.44;29.91
27.0;2.54;32.55
28.0;2.57;35.22
