GRAND_ID: 6731
DAM_NAME: 151.466803
LONG: 151.466803
LAT: -28.976954
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.05;0.29
3.0;0.07;0.47
4.0;0.11;0.69
5.0;0.13;0.94
6.0;0.19;1.24
7.0;0.26;1.61
8.0;0.36;2.09
9.0;0.44;2.65
10.0;0.6;3.35
11.0;0.74;4.21
12.0;1.12;5.44
13.0;1.34;6.89
14.0;1.8;8.8
15.0;2.1;11.01
16.0;2.54;13.67
17.0;2.74;16.52
18.0;3.11;19.74
19.0;3.28;23.13
20.0;3.66;26.91
21.0;3.86;30.88
22.0;4.35;35.33
23.0;4.62;40.06
24.0;5.27;45.45
25.0;5.66;51.22
26.0;6.49;57.83
27.0;7.07;65.01
28.0;8.32;73.44
29.0;9.24;82.79
30.0;11.18;94.08
31.0;12.29;106.48
32.0;14.17;120.76
33.0;15.16;136.03
34.0;16.7;152.85
35.0;17.33;170.29
36.0;18.36;188.76
37.0;18.83;207.7
38.0;19.56;227.38
