GRAND_ID: 1042
DAM_NAME: -92.238377
LONG: -92.238377
LAT: 36.252069
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.15
2.0;0.04;0.3
3.0;1.96;2.37
4.0;1.96;4.44
5.0;1.97;6.52
6.0;1.98;8.6
7.0;1.99;10.7
8.0;1.99;12.8
9.0;2.01;14.92
10.0;2.01;17.04
11.0;2.03;19.18
12.0;2.03;21.32
13.0;2.04;23.47
14.0;2.04;25.62
15.0;2.05;27.79
16.0;2.06;29.96
17.0;2.06;32.13
18.0;2.08;34.31
19.0;2.09;36.51
20.0;2.1;38.72
21.0;2.1;40.92
22.0;2.1;43.14
23.0;2.1;45.35
24.0;2.1;47.56
25.0;2.1;49.78
26.0;2.1;51.99
27.0;2.11;54.21
28.0;2.11;56.43
29.0;2.11;58.64
30.0;2.12;60.87
31.0;2.12;63.1
32.0;2.12;65.34
33.0;2.12;67.57
34.0;2.14;69.81
35.0;2.14;72.06
36.0;2.15;74.33
37.0;2.15;76.59
38.0;2.16;78.86
39.0;2.16;81.13
40.0;2.16;83.4
41.0;2.16;85.68
42.0;2.16;87.95
43.0;2.16;90.22
44.0;2.17;92.5
45.0;2.17;94.78
46.0;2.18;97.07
47.0;2.18;99.36
48.0;2.18;101.65
49.0;2.18;103.94
50.0;2.18;106.23
51.0;2.19;108.53
52.0;2.19;110.83
53.0;2.2;113.14
54.0;2.2;115.44
55.0;2.2;117.75
56.0;2.2;120.05
57.0;2.2;122.36
58.0;2.2;124.66
59.0;2.2;126.97
60.0;2.2;129.28
61.0;2.2;131.59
62.0;2.23;133.93
63.0;2.24;136.27
64.0;2.27;138.65
65.0;2.3;141.06
66.0;2.31;143.48
67.0;2.34;145.93
68.0;2.4;148.44
69.0;2.51;151.06
70.0;2.61;153.78
71.0;2.82;156.72
72.0;2.95;159.78
73.0;3.12;163.01
74.0;3.2;166.32
75.0;3.39;169.82
76.0;3.52;173.44
77.0;3.65;177.2
78.0;3.75;181.06
79.0;3.9;185.07
80.0;3.97;189.15
81.0;4.13;193.39
82.0;4.24;197.74
83.0;4.41;202.26
84.0;4.54;206.91
85.0;4.69;211.71
86.0;4.81;216.63
87.0;4.99;221.73
88.0;5.1;226.93
89.0;5.5;232.55
90.0;5.86;238.52
91.0;6.35;244.97
92.0;6.69;251.77
93.0;7.38;259.27
94.0;8.02;267.4
95.0;9.02;276.52
96.0;9.66;286.3
97.0;10.72;297.13
98.0;11.7;308.94
99.0;13.3;322.35
100.0;14.27;336.74
101.0;16.05;352.89
102.0;17.37;370.38
103.0;20.34;390.82
104.0;22.04;412.97
105.0;26.39;439.47
106.0;30.02;469.6
107.0;35.35;505.06
108.0;39.15;544.32
109.0;44.84;589.27
110.0;50.98;640.36
111.0;58.95;699.42
112.0;64.14;763.67
113.0;71.63;835.41
114.0;76.13;911.65
115.0;82.78;994.54
116.0;87.7;1082.35
117.0;92.94;1175.4
118.0;97.68;1273.19
119.0;103.9;1377.2
120.0;108.06;1485.37
121.0;113.52;1599.0
122.0;117.24;1716.35
123.0;122.23;1838.7
124.0;125.82;1964.63
125.0;130.53;2095.27
126.0;133.68;2229.06
127.0;137.46;2366.63
128.0;139.89;2506.63
129.0;142.49;2649.23
130.0;144.17;2793.51
