GRAND_ID: 1368
DAM_NAME: -99.261363
LONG: -99.261363
LAT: 19.528196
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.12
2.0;0.05;0.3
3.0;0.05;0.47
4.0;0.1;0.69
5.0;0.1;0.92
6.0;0.2;1.24
7.0;0.2;1.56
8.0;0.26;1.94
9.0;0.26;2.32
10.0;0.31;2.76
11.0;0.31;3.19
12.0;0.35;3.66
13.0;0.35;4.13
14.0;0.39;4.65
15.0;0.39;5.16
16.0;0.43;5.72
17.0;0.43;6.27
18.0;0.48;6.88
19.0;0.48;7.48
20.0;0.55;8.15
21.0;0.55;8.82
22.0;0.6;9.54
23.0;0.6;10.26
24.0;0.64;11.02
25.0;0.64;11.79
26.0;0.68;12.59
27.0;0.68;13.39
28.0;0.7;14.21
29.0;0.7;15.04
