GRAND_ID: 5716
DAM_NAME: 117.275807
LONG: 117.275807
LAT: 24.057019
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.18
2.0;0.08;0.39
3.0;0.15;0.68
4.0;0.24;1.06
5.0;0.4;1.6
6.0;0.53;2.27
7.0;0.67;3.08
8.0;0.76;3.97
9.0;0.88;4.98
10.0;0.98;6.1
11.0;1.11;7.34
12.0;1.21;8.68
13.0;1.35;10.17
14.0;1.46;11.77
15.0;1.61;13.51
16.0;1.71;15.36
17.0;1.82;17.32
18.0;1.94;19.39
19.0;2.04;21.57
20.0;2.15;23.86
21.0;2.29;26.29
22.0;2.41;28.84
23.0;2.64;31.62
24.0;2.89;34.64
25.0;3.3;38.08
26.0;3.47;41.69
27.0;3.68;45.5
28.0;3.81;49.45
29.0;4.0;53.59
30.0;4.15;57.88
31.0;4.27;62.28
32.0;4.37;66.79
33.0;4.47;71.39
34.0;4.54;76.07
35.0;4.63;80.84
36.0;4.68;85.65
37.0;4.72;90.51
38.0;4.76;95.41
39.0;4.8;100.34
