GRAND_ID: 2327
DAM_NAME: -69.131222
LONG: -69.131222
LAT: -32.99357
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.04;0.27
3.0;0.06;0.44
4.0;0.08;0.62
5.0;0.1;0.83
6.0;0.11;1.04
7.0;0.12;1.27
8.0;0.14;1.51
9.0;0.15;1.76
10.0;0.17;2.04
11.0;0.2;2.34
12.0;0.21;2.66
13.0;0.23;3.0
14.0;0.26;3.37
15.0;0.3;3.77
16.0;0.33;4.21
17.0;0.36;4.68
18.0;0.38;5.16
19.0;0.41;5.68
20.0;0.42;6.21
21.0;0.46;6.77
22.0;0.47;7.34
23.0;0.49;7.94
24.0;0.51;8.56
25.0;0.55;9.21
26.0;0.57;9.88
27.0;0.6;10.58
28.0;0.62;11.31
29.0;0.68;12.09
30.0;0.71;12.91
31.0;0.77;13.79
32.0;0.8;14.69
33.0;0.85;15.65
34.0;0.87;16.62
35.0;0.91;17.64
36.0;0.94;18.69
37.0;0.98;19.77
38.0;1.02;20.89
39.0;1.05;22.05
40.0;1.08;23.23
41.0;1.12;24.46
42.0;1.13;25.7
43.0;1.19;26.99
44.0;1.21;28.3
45.0;1.27;29.67
46.0;1.29;31.06
47.0;1.33;32.5
48.0;1.38;33.99
49.0;1.44;35.53
50.0;1.47;37.11
51.0;1.53;38.74
52.0;1.58;40.43
53.0;1.65;42.18
54.0;1.67;43.96
55.0;1.77;45.83
56.0;1.8;47.74
57.0;1.88;49.72
58.0;1.92;51.75
59.0;2.04;53.89
60.0;2.09;56.09
61.0;2.17;58.36
62.0;2.23;60.69
63.0;2.29;63.09
64.0;2.35;65.54
65.0;2.42;68.06
66.0;2.53;70.7
67.0;2.77;73.57
68.0;2.9;76.58
69.0;3.2;79.88
70.0;3.38;83.37
71.0;3.8;87.27
72.0;3.99;91.37
73.0;4.45;95.92
74.0;4.7;100.73
75.0;5.17;106.0
76.0;5.48;111.58
77.0;6.12;117.8
78.0;6.83;124.74
79.0;7.96;132.81
80.0;8.78;141.69
81.0;9.47;151.27
82.0;9.9;161.27
83.0;10.74;172.12
84.0;11.11;183.33
85.0;11.86;195.29
86.0;12.06;207.45
87.0;12.75;220.3
88.0;12.95;233.35
89.0;13.46;246.91
