GRAND_ID: 2321
DAM_NAME: -64.502163
LONG: -64.502163
LAT: -31.817732
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.22;0.68
2.0;0.72;1.87
3.0;0.9;3.23
4.0;1.36;5.06
5.0;1.55;7.07
6.0;2.01;9.55
7.0;2.18;12.19
8.0;2.66;15.32
9.0;2.85;18.63
10.0;3.47;22.57
11.0;3.7;26.74
12.0;4.31;31.51
13.0;4.63;36.61
14.0;5.42;42.5
15.0;5.76;48.73
16.0;6.64;55.84
17.0;6.95;63.26
18.0;7.89;71.61
19.0;8.23;80.3
20.0;9.14;89.91
21.0;9.49;99.87
22.0;10.35;110.68
23.0;10.66;121.81
24.0;11.51;133.79
25.0;11.82;146.07
26.0;13.01;159.54
27.0;13.43;173.44
28.0;14.51;188.42
29.0;14.94;203.82
30.0;16.15;220.43
31.0;16.6;237.5
32.0;17.57;255.53
33.0;17.94;273.94
34.0;18.99;293.4
35.0;19.34;313.21
36.0;20.22;333.89
37.0;20.55;354.91
38.0;21.35;376.72
39.0;21.66;398.84
40.0;22.32;421.63
