GRAND_ID: 4769
DAM_NAME: 73.792734
LONG: 73.792734
LAT: 16.856968
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.04;0.26
3.0;0.07;0.44
4.0;0.09;0.62
5.0;0.11;0.84
6.0;0.13;1.07
7.0;0.16;1.33
8.0;0.18;1.62
9.0;0.22;1.93
10.0;0.23;2.27
11.0;0.27;2.63
12.0;0.29;3.03
13.0;0.33;3.46
14.0;0.35;3.91
15.0;0.4;4.41
16.0;0.42;4.94
17.0;0.48;5.52
18.0;0.5;6.12
19.0;0.57;6.79
20.0;0.59;7.49
21.0;0.65;8.24
22.0;0.68;9.02
23.0;0.74;9.87
24.0;0.77;10.74
25.0;0.83;11.67
26.0;0.85;12.62
27.0;0.92;13.65
28.0;0.95;14.7
29.0;1.01;15.81
30.0;1.04;16.95
31.0;1.1;18.15
32.0;1.13;19.38
33.0;1.2;20.68
34.0;1.24;22.02
35.0;1.35;23.47
36.0;1.4;24.97
37.0;1.52;26.59
38.0;1.57;28.27
39.0;1.73;30.1
40.0;1.78;31.98
41.0;1.92;34.0
42.0;1.96;36.06
43.0;2.1;38.26
44.0;2.14;40.5
45.0;2.26;42.86
46.0;2.3;45.26
47.0;2.41;47.77
48.0;2.45;50.33
49.0;2.58;53.01
50.0;2.63;55.74
51.0;2.79;58.64
52.0;2.84;61.59
53.0;3.0;64.69
54.0;3.06;67.86
55.0;3.21;71.17
56.0;3.27;74.54
57.0;3.41;78.05
58.0;3.46;81.61
59.0;3.59;85.3
60.0;3.64;89.04
61.0;3.76;92.9
62.0;3.8;96.81
63.0;3.93;100.84
64.0;3.97;104.92
65.0;4.07;109.09
66.0;4.13;113.32
67.0;4.23;117.65
68.0;4.26;122.01
69.0;4.36;126.48
70.0;4.39;130.97
71.0;4.48;135.55
72.0;4.51;140.16
73.0;4.59;144.85
74.0;4.62;149.57
75.0;4.69;154.36
76.0;4.71;159.17
77.0;4.77;164.05
78.0;4.79;168.95
79.0;4.84;173.89
80.0;4.86;178.85
81.0;4.9;183.85
82.0;4.91;188.86
83.0;4.96;193.92
84.0;4.97;199.0
85.0;5.02;204.12
86.0;5.03;209.24
87.0;5.05;214.4
