GRAND_ID: 4035
DAM_NAME: 27.066318
LONG: 27.066318
LAT: 38.115605
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.18;0.52
2.0;0.57;1.42
3.0;1.12;2.88
4.0;1.63;4.85
5.0;2.07;7.25
6.0;3.1;10.69
7.0;4.02;15.05
8.0;5.04;20.42
9.0;5.66;26.42
10.0;6.48;33.23
11.0;7.28;40.85
12.0;8.27;49.45
13.0;9.18;58.96
14.0;10.49;69.79
15.0;11.59;81.71
16.0;12.7;94.74
17.0;13.44;108.52
18.0;14.58;123.43
19.0;15.35;139.11
20.0;16.17;155.62
21.0;16.69;172.64
22.0;17.04;190.02
23.0;17.27;207.62
24.0;17.47;225.43
25.0;17.59;243.35
26.0;17.7;261.39
27.0;17.77;279.49
28.0;17.83;297.66
29.0;17.87;315.86
