GRAND_ID: 5570
DAM_NAME: 112.08359
LONG: 112.08359
LAT: 28.155435
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.11;0.39
3.0;0.15;0.65
4.0;0.21;0.97
5.0;0.28;1.36
6.0;0.36;1.83
7.0;0.41;2.35
8.0;0.49;2.96
9.0;0.55;3.61
10.0;0.65;4.37
11.0;0.7;5.18
12.0;0.82;6.11
13.0;0.9;7.12
14.0;1.05;8.27
15.0;1.16;9.55
16.0;1.31;10.96
17.0;1.41;12.49
18.0;1.62;14.22
19.0;1.74;16.07
20.0;1.9;18.08
21.0;2.0;20.18
22.0;2.16;22.45
23.0;2.27;24.83
24.0;2.45;27.39
25.0;2.64;30.14
26.0;2.85;33.1
27.0;3.05;36.26
28.0;3.43;39.79
29.0;3.69;43.59
30.0;4.07;47.77
31.0;4.29;52.17
32.0;4.69;56.97
33.0;4.98;62.06
34.0;5.61;67.78
