GRAND_ID: 6909
DAM_NAME: -54.82548
LONG: -54.82548
LAT: -17.608557
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.18
2.0;0.15;0.47
3.0;0.2;0.8
4.0;0.31;1.24
5.0;0.38;1.75
6.0;0.5;2.39
7.0;0.59;3.11
8.0;0.75;4.0
9.0;0.84;4.97
10.0;1.06;6.17
11.0;1.2;7.5
12.0;1.42;9.06
13.0;1.57;10.76
14.0;1.83;12.72
15.0;1.99;14.84
16.0;2.26;17.24
17.0;2.41;19.78
18.0;2.7;22.62
19.0;2.92;25.68
20.0;3.59;29.4
21.0;3.97;33.51
22.0;5.34;38.98
23.0;5.97;45.08
24.0;9.36;54.58
25.0;10.84;65.55
26.0;13.8;79.49
27.0;15.04;94.66
28.0;17.05;111.85
29.0;18.01;129.99
30.0;19.23;149.36
31.0;19.66;169.15
