GRAND_ID: 2544
DAM_NAME: -43.527855
LONG: -43.527855
LAT: -21.582835
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.19
2.0;0.12;0.42
3.0;0.33;0.86
4.0;0.51;1.49
5.0;1.09;2.69
6.0;1.34;4.14
7.0;2.06;6.31
8.0;2.4;8.83
9.0;3.41;12.35
10.0;3.86;16.33
11.0;4.71;21.14
12.0;5.02;26.28
13.0;5.64;32.03
14.0;5.86;38.0
15.0;6.4;44.51
16.0;6.6;51.23
17.0;6.99;58.33
18.0;7.14;65.58
19.0;7.47;73.16
20.0;7.58;80.85
21.0;7.79;88.76
22.0;7.87;96.74
23.0;8.03;104.89
24.0;8.09;113.09
25.0;8.2;121.41
26.0;8.24;129.76
