GRAND_ID: 6663
DAM_NAME: 145.552799
LONG: 145.552799
LAT: -37.639626
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.06;0.31
3.0;0.1;0.52
4.0;0.16;0.79
5.0;0.26;1.16
6.0;0.34;1.6
7.0;0.43;2.14
8.0;0.49;2.73
9.0;0.58;3.42
10.0;0.66;4.19
11.0;0.78;5.08
12.0;0.84;6.03
13.0;0.94;7.08
14.0;1.04;8.23
15.0;1.12;9.46
16.0;1.19;10.76
17.0;1.26;12.12
18.0;1.31;13.54
19.0;1.36;15.01
20.0;1.39;16.51
21.0;1.43;18.04
22.0;1.45;19.6
23.0;1.49;21.2
24.0;1.52;22.83
25.0;1.55;24.48
26.0;1.57;26.16
27.0;1.59;27.86
28.0;1.61;29.58
29.0;1.63;31.32
30.0;1.64;33.07
31.0;1.66;34.84
32.0;1.67;36.61
33.0;1.69;38.41
34.0;1.7;40.21
35.0;1.7;42.03
36.0;1.71;43.85
37.0;1.72;45.68
38.0;1.73;47.51
