GRAND_ID: 168
DAM_NAME: -121.269088
LONG: -121.269088
LAT: 39.241269
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.03;0.27
3.0;0.04;0.42
4.0;0.06;0.58
5.0;0.09;0.78
6.0;0.12;1.01
7.0;0.16;1.27
8.0;0.19;1.57
9.0;0.22;1.9
10.0;0.26;2.27
11.0;0.29;2.67
12.0;0.32;3.09
13.0;0.35;3.55
14.0;0.39;4.05
15.0;0.42;4.58
16.0;0.47;5.16
17.0;0.52;5.79
18.0;0.57;6.47
19.0;0.61;7.18
20.0;0.67;7.96
21.0;0.72;8.78
22.0;0.77;9.67
23.0;0.85;10.63
24.0;0.91;11.65
25.0;0.99;12.74
26.0;1.09;13.94
27.0;1.16;15.21
28.0;1.26;16.57
29.0;1.34;18.02
30.0;1.45;19.58
31.0;1.53;21.21
32.0;1.66;22.99
33.0;1.76;24.86
34.0;1.91;26.87
35.0;2.01;28.99
36.0;2.14;31.25
37.0;2.23;33.59
38.0;2.36;36.05
39.0;2.46;38.62
40.0;2.58;41.31
41.0;2.69;44.1
42.0;2.79;47.0
43.0;2.88;49.98
44.0;3.0;53.09
45.0;3.08;56.28
46.0;3.19;59.57
47.0;3.25;62.93
48.0;3.32;66.35
49.0;3.36;69.82
