GRAND_ID: 6948
DAM_NAME: 108.094982
LONG: 108.094982
LAT: -6.857036
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.23
2.0;0.15;0.51
3.0;0.23;0.86
4.0;0.3;1.29
5.0;0.39;1.8
6.0;0.47;2.4
7.0;0.57;3.09
8.0;0.63;3.85
9.0;0.79;4.76
10.0;0.92;5.81
11.0;1.06;6.99
12.0;1.19;8.31
13.0;1.31;9.74
14.0;1.42;11.29
15.0;1.58;12.99
16.0;1.67;14.79
17.0;1.81;16.72
18.0;1.93;18.77
19.0;2.08;20.98
20.0;2.21;23.31
21.0;2.32;25.76
22.0;2.43;28.32
23.0;2.61;31.05
24.0;2.69;33.87
25.0;2.87;36.87
26.0;3.01;40.01
27.0;3.16;43.3
28.0;3.28;46.71
29.0;3.48;50.31
30.0;3.58;54.02
31.0;3.78;57.93
32.0;3.91;61.96
33.0;4.08;66.17
34.0;4.25;70.54
35.0;4.44;75.11
36.0;4.63;79.86
37.0;4.82;84.81
38.0;4.99;89.93
39.0;5.18;95.23
40.0;5.35;100.71
41.0;5.56;106.4
42.0;5.73;112.26
43.0;5.96;118.34
44.0;6.13;124.6
45.0;6.4;131.12
46.0;6.58;137.83
47.0;6.91;144.86
48.0;7.16;152.15
49.0;7.51;159.79
50.0;7.8;167.72
51.0;8.19;176.03
52.0;8.47;184.63
53.0;8.93;193.68
54.0;9.23;203.04
55.0;10.0;213.16
56.0;10.71;224.0
57.0;11.71;235.84
58.0;12.62;248.58
59.0;13.81;262.51
60.0;14.65;277.29
61.0;15.69;293.1
62.0;16.48;309.71
63.0;17.39;327.22
64.0;18.06;345.41
65.0;18.87;364.41
66.0;19.58;384.11
67.0;20.69;404.93
68.0;21.38;426.43
69.0;22.33;448.89
70.0;23.14;472.16
71.0;24.27;496.56
72.0;24.98;521.66
73.0;26.23;548.02
74.0;27.01;575.15
75.0;28.15;603.43
76.0;28.85;632.4
77.0;29.8;662.33
78.0;30.46;692.92
79.0;31.38;724.42
80.0;31.99;756.54
81.0;32.8;789.46
82.0;33.31;822.9
83.0;33.98;857.01
84.0;34.41;891.55
85.0;34.93;926.6
86.0;35.28;962.0
87.0;35.72;997.85
88.0;35.91;1033.89
89.0;36.22;1070.23
