GRAND_ID: 3466
DAM_NAME: 12.232386
LONG: 12.232386
LAT: 42.702109
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.21
2.0;0.38;0.73
3.0;0.52;1.39
4.0;0.95;2.48
5.0;1.41;4.04
6.0;2.23;6.41
7.0;2.67;9.23
8.0;3.2;12.57
9.0;3.42;16.13
10.0;3.78;20.05
11.0;4.07;24.26
12.0;4.41;28.82
13.0;4.54;33.5
14.0;4.83;38.48
15.0;4.98;43.6
16.0;5.24;48.98
17.0;5.38;54.5
18.0;5.72;60.37
19.0;5.98;66.49
20.0;6.28;72.91
21.0;6.52;79.58
22.0;6.82;86.54
23.0;7.06;93.74
24.0;7.33;101.22
25.0;7.59;108.95
26.0;7.81;116.91
27.0;7.96;125.01
28.0;8.23;133.38
29.0;8.35;141.88
30.0;8.6;150.62
31.0;8.75;159.51
32.0;8.92;168.57
33.0;9.06;177.77
34.0;9.2;187.11
35.0;9.31;196.56
36.0;9.41;206.12
37.0;9.51;215.77
38.0;9.59;225.5
39.0;9.64;235.29
40.0;9.73;245.16
41.0;9.77;255.07
