GRAND_ID: 5214
DAM_NAME: 114.183716
LONG: 114.183716
LAT: 38.566464
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.13;0.31
2.0;0.29;0.78
3.0;0.43;1.39
4.0;0.73;2.3
5.0;0.98;3.46
6.0;1.32;4.96
7.0;1.59;6.73
8.0;1.94;8.84
9.0;2.15;11.17
10.0;2.89;14.24
11.0;3.36;17.78
12.0;3.8;21.75
13.0;4.09;26.02
14.0;4.65;30.85
15.0;5.05;36.07
16.0;5.62;41.87
17.0;6.11;48.16
18.0;6.74;55.08
19.0;7.03;62.29
20.0;7.45;69.91
21.0;7.68;77.77
22.0;7.92;85.87
23.0;8.07;94.12
24.0;8.22;102.52
