GRAND_ID: 4273
DAM_NAME: 27.180419
LONG: 27.180419
LAT: -31.837896
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.16
2.0;0.22;0.48
3.0;0.3;0.88
4.0;0.46;1.44
5.0;0.52;2.06
6.0;0.69;2.85
7.0;0.77;3.72
8.0;0.98;4.8
9.0;1.06;5.96
10.0;1.31;7.36
11.0;1.42;8.88
12.0;1.96;10.94
13.0;2.23;13.28
14.0;3.22;16.6
15.0;3.87;20.57
16.0;5.13;25.8
17.0;5.61;31.51
18.0;6.53;38.14
19.0;6.95;45.19
20.0;7.86;53.15
21.0;8.36;61.62
22.0;9.47;71.19
23.0;10.05;81.34
24.0;10.96;92.4
25.0;11.38;103.88
26.0;12.26;116.24
27.0;12.72;129.06
28.0;13.49;142.65
29.0;13.8;156.55
30.0;14.33;170.97
31.0;14.47;185.54
