GRAND_ID: 6893
DAM_NAME: -51.189002
LONG: -51.189002
LAT: -27.778445
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.13
2.0;0.04;0.3
3.0;0.07;0.5
4.0;0.07;0.71
5.0;0.09;0.93
6.0;0.12;1.18
7.0;0.12;1.44
8.0;0.14;1.71
9.0;0.14;1.98
10.0;0.17;2.29
11.0;0.19;2.61
12.0;0.24;2.98
13.0;0.24;3.36
14.0;0.27;3.77
15.0;0.29;4.19
16.0;0.41;4.74
17.0;0.47;5.34
18.0;0.61;6.08
19.0;0.68;6.89
20.0;0.73;7.75
21.0;0.77;8.66
22.0;0.86;9.65
23.0;0.9;10.68
24.0;0.98;11.79
25.0;1.04;12.96
26.0;1.11;14.2
27.0;1.13;15.46
28.0;1.18;16.78
29.0;1.23;18.14
30.0;1.31;19.59
31.0;1.34;21.06
32.0;1.4;22.6
33.0;1.43;24.17
34.0;1.47;25.76
35.0;1.48;27.38
36.0;1.52;29.03
37.0;1.57;30.73
38.0;1.66;32.52
39.0;1.72;34.38
40.0;1.78;36.29
41.0;1.78;38.2
42.0;1.86;40.2
43.0;1.95;42.29
44.0;2.13;44.55
45.0;2.15;46.83
46.0;2.37;49.34
47.0;2.53;52.0
48.0;2.84;54.97
49.0;3.06;58.17
50.0;3.33;61.63
51.0;3.42;65.18
52.0;3.72;69.04
53.0;3.88;73.05
54.0;4.41;77.6
55.0;4.55;82.28
56.0;4.99;87.4
57.0;5.06;92.6
58.0;5.65;98.38
59.0;5.87;104.38
60.0;6.25;110.77
61.0;6.66;117.56
62.0;7.91;125.6
63.0;8.28;134.02
64.0;8.76;142.91
65.0;8.96;152.01
66.0;9.49;161.63
67.0;9.96;171.73
68.0;10.52;182.38
69.0;10.85;193.36
70.0;11.85;205.35
71.0;12.15;217.63
72.0;12.79;230.55
73.0;13.08;243.77
74.0;13.78;257.68
75.0;14.13;271.94
76.0;14.93;287.01
77.0;15.36;302.5
78.0;16.09;318.72
79.0;16.53;335.38
80.0;17.65;353.17
81.0;17.99;371.29
82.0;19.57;390.99
83.0;20.14;411.27
84.0;21.98;433.38
85.0;22.88;456.4
86.0;24.49;481.02
87.0;25.35;506.5
88.0;27.05;533.69
89.0;27.93;561.75
90.0;29.59;591.48
91.0;30.14;621.75
92.0;31.42;653.3
93.0;32.05;685.48
94.0;33.36;718.97
95.0;34.19;753.3
96.0;35.91;789.34
97.0;36.59;826.06
98.0;37.98;864.18
99.0;38.61;902.92
100.0;40.64;943.7
101.0;41.58;985.41
102.0;44.19;1029.73
103.0;45.36;1075.23
104.0;47.58;1122.94
105.0;48.42;1171.5
106.0;50.32;1221.95
107.0;51.36;1273.44
108.0;53.87;1327.45
109.0;54.69;1382.27
110.0;56.74;1439.14
111.0;57.55;1496.83
112.0;59.4;1556.36
113.0;60.61;1617.11
114.0;62.67;1679.91
115.0;63.69;1743.73
116.0;65.83;1809.7
117.0;66.58;1876.41
118.0;68.6;1945.14
119.0;69.94;2015.22
120.0;71.89;2087.25
121.0;72.97;2160.35
122.0;75.06;2235.54
123.0;76.1;2311.77
124.0;78.72;2390.62
125.0;79.45;2470.2
126.0;82.25;2552.59
127.0;83.49;2636.21
128.0;86.08;2722.42
129.0;87.16;2809.71
130.0;89.75;2899.59
131.0;91.1;2990.83
132.0;93.66;3084.62
133.0;94.53;3179.28
134.0;97.49;3276.91
135.0;98.94;3375.98
136.0;101.22;3477.33
137.0;102.57;3580.03
138.0;105.39;3685.56
139.0;106.52;3792.21
140.0;109.23;3901.57
141.0;110.58;4012.29
142.0;113.0;4125.42
143.0;114.61;4240.16
144.0;117.35;4357.65
145.0;118.9;4476.68
146.0;121.55;4598.37
147.0;122.91;4721.41
148.0;125.56;4847.11
149.0;126.81;4974.05
150.0;129.82;5104.0
151.0;130.94;5235.07
152.0;133.56;5368.76
153.0;134.68;5503.58
154.0;137.08;5640.79
155.0;137.9;5778.82
156.0;140.2;5919.16
157.0;140.88;6060.17
158.0;143.29;6203.59
159.0;144.37;6348.09
160.0;146.61;6494.83
161.0;147.73;6642.69
162.0;149.36;6792.18
163.0;150.38;6942.69
164.0;152.12;7094.95
165.0;153.03;7248.11
166.0;155.19;7403.43
167.0;156.21;7559.78
168.0;157.5;7717.41
169.0;158.42;7875.96
170.0;160.06;8036.16
171.0;160.83;8197.12
172.0;162.08;8359.34
173.0;162.67;8522.14
174.0;164.28;8686.55
175.0;165.06;8851.74
176.0;166.45;9018.32
177.0;166.96;9185.41
178.0;168.64;9354.18
179.0;169.02;9523.34
180.0;170.06;9693.53
181.0;170.53;9864.19
182.0;171.68;10036.01
183.0;172.05;10208.19
184.0;173.09;10381.42
185.0;173.54;10555.09
186.0;174.62;10729.84
187.0;174.92;10904.9
188.0;175.86;11080.88
189.0;176.23;11257.25
190.0;177.4;11434.78
191.0;177.89;11612.81
192.0;178.87;11791.81
193.0;179.16;11971.1
194.0;180.02;12151.25
195.0;180.35;12331.74
196.0;181.14;12513.01
197.0;181.54;12694.68
198.0;182.32;12877.14
199.0;182.65;13059.92
200.0;183.42;13243.47
201.0;183.6;13427.21
202.0;184.47;13611.82
203.0;184.67;13796.62
204.0;185.26;13982.02
205.0;185.53;14167.68
206.0;186.24;14354.05
207.0;186.63;14540.81
208.0;187.22;14728.17
209.0;187.5;14915.81
210.0;187.97;15103.91
211.0;188.25;15292.29
212.0;188.77;15481.2
213.0;188.92;15670.25
214.0;189.51;15859.89
215.0;189.87;16049.89
216.0;190.25;16240.27
217.0;190.62;16431.02
