GRAND_ID: 2541
DAM_NAME: -44.257901
LONG: -44.257901
LAT: -20.145494
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.36
2.0;0.28;0.91
3.0;0.35;1.54
4.0;0.48;2.29
5.0;0.55;3.12
6.0;0.67;4.07
7.0;0.82;5.16
8.0;1.07;6.51
9.0;1.21;7.99
10.0;1.52;9.79
11.0;1.7;11.76
12.0;2.01;14.05
13.0;2.19;16.52
14.0;2.71;19.51
15.0;3.06;22.84
16.0;3.81;26.93
17.0;4.14;31.34
18.0;4.91;36.53
19.0;5.3;42.1
20.0;6.05;48.44
21.0;6.38;55.09
22.0;7.23;62.6
23.0;7.51;70.38
24.0;8.36;79.02
25.0;8.63;87.93
26.0;9.48;97.69
27.0;9.86;107.82
28.0;10.73;118.83
29.0;11.11;130.22
30.0;11.87;142.36
31.0;12.13;154.77
32.0;12.68;167.72
33.0;12.85;180.85
34.0;13.2;194.33
35.0;13.32;207.92
