GRAND_ID: 2315
DAM_NAME: -71.031312
LONG: -71.031312
LAT: -30.706756
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.08;0.31
3.0;0.09;0.5
4.0;0.16;0.76
5.0;0.19;1.06
6.0;0.25;1.41
7.0;0.27;1.78
8.0;0.34;2.22
9.0;0.38;2.7
10.0;0.45;3.25
11.0;0.5;3.85
12.0;0.56;4.51
13.0;0.6;5.21
14.0;0.76;6.08
15.0;0.82;7.0
16.0;0.94;8.04
17.0;0.99;9.12
18.0;1.19;10.42
19.0;1.33;11.85
20.0;1.61;13.56
21.0;1.81;15.47
22.0;2.24;17.82
23.0;2.47;20.39
24.0;3.01;23.49
25.0;3.28;26.87
26.0;3.96;30.94
27.0;4.26;35.3
28.0;5.16;40.56
29.0;5.56;46.23
30.0;6.41;52.74
31.0;6.75;59.58
32.0;7.53;67.21
33.0;8.12;75.43
34.0;8.81;84.34
35.0;9.23;93.68
36.0;9.98;103.76
37.0;10.41;114.27
38.0;11.24;125.6
39.0;11.59;137.3
40.0;12.48;149.88
41.0;12.91;162.89
42.0;13.95;176.94
43.0;14.34;191.38
44.0;15.25;206.74
45.0;15.6;222.44
46.0;16.34;238.88
47.0;16.86;255.84
48.0;17.84;273.78
49.0;18.31;292.19
50.0;19.48;311.77
51.0;19.88;331.76
52.0;20.81;352.67
53.0;21.17;373.94
54.0;21.98;396.02
55.0;22.33;418.45
56.0;23.06;441.61
57.0;23.4;465.12
58.0;24.01;489.23
59.0;24.21;513.53
60.0;24.61;538.24
61.0;24.79;563.13
62.0;25.15;588.38
63.0;25.29;613.77
64.0;25.5;639.38
65.0;25.58;665.06
