GRAND_ID: 3499
DAM_NAME: 0.585493
LONG: 0.585493
LAT: 41.88476
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.12
2.0;0.04;0.26
3.0;0.06;0.43
4.0;0.18;0.72
5.0;0.24;1.07
6.0;0.47;1.65
7.0;0.57;2.33
8.0;0.89;3.33
9.0;1.01;4.45
10.0;1.32;5.88
11.0;1.51;7.49
12.0;1.75;9.35
13.0;1.84;11.3
14.0;2.1;13.51
15.0;2.21;15.83
16.0;2.48;18.42
17.0;2.59;21.11
18.0;3.03;24.26
19.0;3.3;27.67
20.0;3.7;31.48
21.0;3.85;35.43
22.0;4.21;39.75
23.0;4.34;44.2
24.0;4.62;48.93
25.0;4.82;53.86
26.0;5.12;59.09
27.0;5.26;64.46
28.0;5.56;70.12
29.0;5.69;75.92
30.0;6.01;82.04
31.0;6.12;88.27
32.0;6.35;94.73
33.0;6.45;101.29
