GRAND_ID: 4669
DAM_NAME: 62.334486
LONG: 62.334486
LAT: 52.518748
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.16
2.0;1.01;1.3
3.0;2.23;3.65
4.0;4.07;7.85
5.0;5.41;13.38
6.0;6.93;20.44
7.0;8.94;29.5
8.0;13.0;42.63
9.0;16.07;58.82
10.0;20.88;79.83
11.0;23.62;103.57
12.0;27.08;130.78
13.0;30.75;161.65
14.0;38.31;200.08
15.0;46.3;246.51
16.0;55.67;302.31
17.0;62.58;365.01
18.0;71.53;436.67
19.0;76.9;513.7
20.0;85.46;599.28
21.0;89.3;688.71
22.0;93.66;782.49
23.0;96.81;879.43
24.0;100.56;980.12
25.0;102.59;1082.83
