GRAND_ID: 4878
DAM_NAME: 86.022739
LONG: 86.022739
LAT: 22.977484
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.25
2.0;0.39;0.79
3.0;0.63;1.58
4.0;1.33;3.06
5.0;2.03;5.24
6.0;3.28;8.68
7.0;4.08;12.91
8.0;5.21;18.27
9.0;6.03;24.46
10.0;7.17;31.78
11.0;8.04;39.97
12.0;10.28;50.4
13.0;12.38;62.93
14.0;15.15;78.23
15.0;17.55;95.93
16.0;21.04;117.13
17.0;24.35;141.63
18.0;30.12;171.91
19.0;34.88;206.94
20.0;41.34;248.44
21.0;45.26;293.85
22.0;49.47;343.48
23.0;52.21;395.84
24.0;54.82;450.81
25.0;56.13;507.09
26.0;57.05;564.29
27.0;57.42;621.86
