GRAND_ID: 2384
DAM_NAME: -47.435526
LONG: -47.435526
LAT: -20.027008
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.03;0.27
3.0;0.04;0.43
4.0;0.06;0.62
5.0;0.08;0.82
6.0;0.1;1.04
7.0;0.12;1.27
8.0;0.14;1.54
9.0;0.18;1.84
10.0;0.22;2.18
11.0;0.28;2.58
12.0;0.41;3.11
13.0;0.55;3.78
14.0;1.09;4.99
15.0;1.39;6.5
16.0;2.31;8.94
17.0;2.86;11.92
18.0;4.87;16.91
19.0;5.94;22.97
20.0;8.16;31.25
21.0;9.16;40.53
22.0;11.53;52.18
23.0;13.0;65.3
24.0;15.24;80.65
25.0;16.4;97.18
26.0;18.74;116.03
27.0;19.72;135.87
28.0;21.89;157.88
29.0;22.8;180.79
30.0;24.57;205.49
31.0;25.42;231.02
32.0;27.13;258.27
33.0;28.05;286.44
34.0;29.68;316.24
35.0;30.58;346.94
36.0;32.05;379.11
37.0;32.69;411.92
38.0;33.99;446.03
39.0;34.51;480.65
40.0;35.31;516.09
41.0;35.62;551.83
42.0;36.16;588.11
43.0;36.37;624.61
44.0;36.81;661.54
45.0;37.05;698.71
46.0;37.37;736.2
47.0;37.54;773.86
48.0;37.82;811.8
49.0;37.97;849.88
50.0;38.4;888.41
51.0;38.55;927.08
52.0;38.8;966.0
53.0;38.94;1005.06
54.0;39.19;1044.37
55.0;39.29;1083.78
56.0;39.44;1123.34
57.0;39.5;1162.96
58.0;39.65;1202.73
59.0;39.71;1242.57
60.0;39.84;1282.52
