GRAND_ID: 5033
DAM_NAME: 77.264307
LONG: 77.264307
LAT: 10.414419
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.19;0.31
2.0;0.31;0.74
3.0;0.63;1.49
4.0;0.91;2.53
5.0;1.43;4.08
6.0;1.68;5.88
7.0;2.17;8.17
8.0;2.44;10.73
9.0;2.75;13.6
10.0;2.95;16.67
11.0;3.5;20.3
12.0;3.84;24.26
13.0;4.44;28.83
14.0;4.67;33.63
15.0;5.01;38.76
16.0;5.17;44.05
17.0;5.49;49.66
18.0;5.67;55.46
19.0;5.96;61.54
20.0;6.09;67.75
21.0;6.31;74.19
22.0;6.4;80.71
23.0;6.51;87.34
24.0;6.57;94.03
25.0;6.63;100.79
