GRAND_ID: 6693
DAM_NAME: 146.613536
LONG: 146.613536
LAT: -42.283604
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.2
2.0;0.35;0.67
3.0;0.49;1.29
4.0;1.22;2.64
5.0;1.49;4.25
6.0;2.23;6.6
7.0;2.47;9.2
8.0;3.02;12.35
9.0;3.26;15.73
10.0;3.98;19.84
11.0;4.17;24.14
12.0;4.66;28.93
13.0;4.78;33.83
14.0;5.13;39.09
15.0;5.26;44.47
16.0;5.55;50.15
17.0;5.66;55.94
18.0;5.94;62.02
19.0;6.03;68.17
20.0;6.25;74.55
21.0;6.32;80.99
22.0;6.45;87.57
23.0;6.49;94.18
