GRAND_ID: 6680
DAM_NAME: 146.133556
LONG: 146.133556
LAT: -41.482715
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.02;0.23
3.0;0.02;0.36
4.0;0.03;0.49
5.0;0.03;0.63
6.0;0.04;0.77
7.0;0.05;0.92
8.0;0.06;1.08
9.0;0.06;1.25
10.0;0.08;1.43
11.0;0.09;1.63
12.0;0.11;1.84
13.0;0.12;2.06
14.0;0.14;2.31
15.0;0.15;2.56
16.0;0.17;2.83
17.0;0.18;3.12
18.0;0.2;3.43
19.0;0.21;3.74
20.0;0.25;4.1
21.0;0.28;4.48
22.0;0.32;4.9
23.0;0.34;5.35
24.0;0.39;5.85
25.0;0.43;6.38
26.0;0.52;7.01
27.0;0.58;7.7
28.0;0.68;8.49
29.0;0.75;9.34
30.0;0.89;10.33
31.0;0.95;11.39
32.0;1.08;12.57
33.0;1.13;13.8
34.0;1.27;15.17
35.0;1.33;16.6
36.0;1.46;18.17
37.0;1.59;19.87
38.0;1.85;21.82
39.0;1.95;23.87
40.0;2.23;26.2
41.0;2.38;28.69
42.0;2.54;31.33
43.0;2.59;34.03
44.0;2.72;36.86
45.0;2.8;39.76
46.0;2.94;42.8
47.0;2.99;45.89
48.0;3.06;49.06
49.0;3.11;52.28
50.0;3.18;55.56
51.0;3.21;58.87
52.0;3.25;62.23
53.0;3.28;65.61
54.0;3.31;69.02
55.0;3.32;72.45
56.0;3.35;75.9
