GRAND_ID: 2332
DAM_NAME: -69.037062
LONG: -69.037062
LAT: -34.583584
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.04;0.28
3.0;0.05;0.45
4.0;0.08;0.65
5.0;0.11;0.87
6.0;0.14;1.12
7.0;0.17;1.4
8.0;0.19;1.7
9.0;0.21;2.02
10.0;0.24;2.38
11.0;0.26;2.76
12.0;0.3;3.17
13.0;0.32;3.6
14.0;0.36;4.08
15.0;0.42;4.61
16.0;0.49;5.21
17.0;0.53;5.85
18.0;0.59;6.56
19.0;0.62;7.3
20.0;0.68;8.09
21.0;0.75;8.96
22.0;0.96;10.04
23.0;1.29;11.44
24.0;1.82;13.37
25.0;2.26;15.75
26.0;3.1;18.96
27.0;3.8;22.88
28.0;4.53;27.52
29.0;4.9;32.54
30.0;5.36;38.01
31.0;5.74;43.86
32.0;6.14;50.11
33.0;6.52;56.75
34.0;7.13;64.0
35.0;7.55;71.66
36.0;8.2;79.98
37.0;8.62;88.71
38.0;9.17;98.0
39.0;9.54;107.65
40.0;9.94;117.7
41.0;10.16;127.97
42.0;10.44;138.53
43.0;10.63;149.27
44.0;10.83;160.21
45.0;10.99;171.32
46.0;11.16;182.59
47.0;11.28;193.98
48.0;11.42;205.52
49.0;11.52;217.15
50.0;11.63;228.89
51.0;11.7;240.71
52.0;11.79;252.61
