GRAND_ID: 5824
DAM_NAME: 116.068769
LONG: 116.068769
LAT: -32.044234
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.02;0.23
3.0;0.03;0.37
4.0;0.05;0.52
5.0;0.06;0.69
6.0;0.08;0.87
7.0;0.1;1.07
8.0;0.12;1.29
9.0;0.13;1.53
10.0;0.15;1.78
11.0;0.17;2.04
12.0;0.19;2.33
13.0;0.2;2.63
14.0;0.22;2.95
15.0;0.24;3.29
16.0;0.26;3.66
17.0;0.28;4.04
18.0;0.31;4.45
19.0;0.34;4.89
20.0;0.37;5.36
21.0;0.39;5.85
22.0;0.41;6.36
23.0;0.42;6.88
24.0;0.45;7.43
25.0;0.46;7.99
26.0;0.47;8.57
27.0;0.48;9.14
