GRAND_ID: 3136
DAM_NAME: 7.571875
LONG: 7.571875
LAT: 59.819867
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.2
2.0;0.13;0.49
3.0;0.17;0.81
4.0;0.26;1.23
5.0;0.33;1.71
6.0;0.42;2.29
7.0;0.49;2.93
8.0;0.59;3.67
9.0;0.65;4.47
10.0;0.76;5.39
11.0;0.81;6.36
12.0;0.95;7.46
13.0;0.98;8.6
14.0;1.15;9.9
15.0;1.23;11.28
16.0;1.57;13.01
17.0;1.73;14.89
18.0;1.94;16.98
19.0;2.09;19.22
20.0;2.29;21.66
21.0;2.4;24.21
22.0;2.62;26.99
23.0;2.74;29.87
24.0;2.91;32.93
25.0;3.02;36.11
26.0;3.23;39.49
27.0;3.36;43.0
28.0;3.64;46.8
29.0;3.77;50.72
30.0;4.18;55.04
31.0;4.36;59.56
32.0;4.87;64.58
33.0;5.03;69.76
34.0;5.61;75.53
35.0;5.8;81.48
36.0;6.46;88.1
37.0;6.83;95.09
38.0;7.6;102.84
39.0;7.87;110.86
40.0;8.74;119.75
41.0;9.06;128.97
42.0;9.89;139.01
43.0;10.3;149.47
44.0;11.31;160.93
45.0;11.78;172.86
46.0;12.66;185.68
47.0;12.97;198.8
48.0;13.79;212.74
49.0;14.11;227.01
50.0;14.91;242.07
51.0;15.32;257.54
52.0;16.01;273.71
53.0;16.3;290.16
54.0;16.93;307.24
55.0;17.3;324.69
56.0;17.92;342.76
57.0;18.21;361.12
58.0;18.81;380.08
59.0;19.07;399.3
60.0;19.71;419.17
61.0;19.98;439.3
62.0;20.63;460.09
63.0;20.83;481.07
64.0;21.39;502.61
65.0;21.65;524.42
66.0;22.11;546.68
67.0;22.31;569.14
68.0;22.76;592.05
69.0;22.96;615.16
70.0;23.44;638.76
71.0;23.65;662.57
72.0;24.14;686.86
73.0;24.34;711.34
74.0;24.73;736.23
75.0;24.92;761.3
76.0;25.35;786.8
77.0;25.51;812.47
78.0;25.93;838.55
79.0;26.1;864.8
80.0;26.5;891.45
81.0;26.67;918.27
82.0;27.05;945.48
83.0;27.27;972.9
84.0;27.62;1000.67
85.0;27.78;1028.6
86.0;28.09;1056.85
87.0;28.26;1085.26
88.0;28.64;1114.05
89.0;28.82;1143.02
90.0;29.18;1172.35
91.0;29.32;1201.83
92.0;29.68;1231.66
93.0;29.84;1261.66
94.0;30.15;1291.96
95.0;30.29;1322.41
96.0;30.62;1353.18
97.0;30.78;1384.12
98.0;31.14;1415.41
99.0;31.26;1446.83
100.0;31.57;1478.55
101.0;31.73;1510.43
102.0;31.96;1542.55
103.0;32.05;1574.75
104.0;32.31;1607.22
