GRAND_ID: 5831
DAM_NAME: 116.036057
LONG: 116.036057
LAT: -33.122707
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.11;0.27
2.0;0.26;0.68
3.0;0.32;1.16
4.0;0.45;1.76
5.0;0.53;2.44
6.0;0.78;3.38
7.0;0.97;4.5
8.0;1.35;6.01
9.0;1.56;7.72
10.0;1.79;9.66
11.0;1.98;11.79
12.0;2.22;14.17
13.0;2.35;16.67
14.0;2.52;19.34
15.0;2.63;22.13
16.0;2.76;25.04
17.0;2.85;28.05
18.0;2.97;31.17
19.0;3.06;34.39
20.0;3.14;37.68
21.0;3.19;41.02
22.0;3.26;44.43
23.0;3.29;47.88
24.0;3.34;51.37
25.0;3.36;54.88
