GRAND_ID: 4332
DAM_NAME: 21.163542
LONG: 21.163542
LAT: -34.003099
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.05;0.27
3.0;0.08;0.45
4.0;0.13;0.68
5.0;0.15;0.93
6.0;0.21;1.24
7.0;0.23;1.57
8.0;0.27;1.94
9.0;0.3;2.35
10.0;0.35;2.8
11.0;0.37;3.27
12.0;0.42;3.79
13.0;0.44;4.34
14.0;0.5;4.94
15.0;0.54;5.58
16.0;0.59;6.27
17.0;0.62;6.99
18.0;0.66;7.75
19.0;0.69;8.54
20.0;0.73;9.36
21.0;0.75;10.21
22.0;0.78;11.09
23.0;0.8;11.99
24.0;0.83;12.93
25.0;0.85;13.87
26.0;0.89;14.87
27.0;0.91;15.88
28.0;0.94;16.91
29.0;0.94;17.96
30.0;0.96;19.02
31.0;0.97;20.09
