GRAND_ID: 6615
DAM_NAME: 138.683933
LONG: 138.683933
LAT: -35.122348
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.21
2.0;0.19;0.55
3.0;0.27;0.97
4.0;0.44;1.56
5.0;0.55;2.25
6.0;0.67;3.06
7.0;0.74;3.94
8.0;0.84;4.93
9.0;0.9;5.97
10.0;1.0;7.11
11.0;1.05;8.31
12.0;1.13;9.59
13.0;1.17;10.9
14.0;1.24;12.28
15.0;1.28;13.71
16.0;1.33;15.18
17.0;1.36;16.69
18.0;1.41;18.25
19.0;1.44;19.83
20.0;1.48;21.46
21.0;1.5;23.1
22.0;1.53;24.78
23.0;1.54;26.46
24.0;1.56;28.17
25.0;1.57;29.88
26.0;1.57;31.6
27.0;1.58;33.32
28.0;1.59;35.06
29.0;1.59;36.79
