GRAND_ID: 7213
DAM_NAME: 30.897881
LONG: 30.897881
LAT: -20.723063
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.19
2.0;0.12;0.46
3.0;0.16;0.77
4.0;0.25;1.17
5.0;0.3;1.62
6.0;0.41;2.18
7.0;0.45;2.78
8.0;0.69;3.62
9.0;0.77;4.54
10.0;1.07;5.77
11.0;1.2;7.12
12.0;1.46;8.73
13.0;1.57;10.45
14.0;1.85;12.45
15.0;1.92;14.52
16.0;2.46;17.13
17.0;2.72;20.0
18.0;3.45;23.6
19.0;3.83;27.58
20.0;4.86;32.59
21.0;5.32;38.07
22.0;6.71;44.93
23.0;7.42;52.5
24.0;9.64;62.29
25.0;10.61;73.05
26.0;14.26;87.47
27.0;15.71;103.33
28.0;19.51;122.98
29.0;20.78;143.91
30.0;24.9;168.96
31.0;26.46;195.57
32.0;30.3;226.02
33.0;31.67;257.84
34.0;35.36;293.35
35.0;36.67;330.17
36.0;40.12;370.44
37.0;41.26;411.85
38.0;44.79;456.8
39.0;46.27;503.22
40.0;50.28;553.65
41.0;51.99;605.79
42.0;58.69;664.63
43.0;60.85;725.63
44.0;66.66;792.44
45.0;68.97;861.56
46.0;74.34;936.05
47.0;76.11;1012.31
48.0;80.7;1093.17
49.0;82.29;1175.61
50.0;85.76;1261.52
51.0;86.95;1348.62
52.0;89.91;1438.69
53.0;90.87;1529.7
54.0;93.32;1623.18
55.0;94.05;1717.38
56.0;96.02;1813.54
57.0;96.5;1910.2
58.0;97.79;2008.14
