GRAND_ID: 2588
DAM_NAME: -4.264116
LONG: -4.264116
LAT: 56.229258
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.19
2.0;0.14;0.44
3.0;0.22;0.77
4.0;0.25;1.13
5.0;0.34;1.58
6.0;0.41;2.1
7.0;0.57;2.77
8.0;0.72;3.6
9.0;0.95;4.66
10.0;1.14;5.91
11.0;1.34;7.36
12.0;1.48;8.95
13.0;1.68;10.75
14.0;1.84;12.69
15.0;2.0;14.81
16.0;2.13;17.05
17.0;2.27;19.43
18.0;2.41;21.95
19.0;2.56;24.62
20.0;2.66;27.39
21.0;2.82;30.31
22.0;2.94;33.36
23.0;3.1;36.57
24.0;3.24;39.92
25.0;3.39;43.42
26.0;3.51;47.04
27.0;3.64;50.79
28.0;3.73;54.63
29.0;3.83;58.57
30.0;3.9;62.58
31.0;3.97;66.66
32.0;4.0;70.77
33.0;4.04;74.92
34.0;4.07;79.1
