GRAND_ID: 1116
DAM_NAME: -93.028
LONG: -93.028
LAT: 34.443306
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.04;0.27
3.0;0.09;0.47
4.0;0.14;0.7
5.0;0.18;0.99
6.0;0.24;1.33
7.0;0.29;1.73
8.0;0.46;2.3
9.0;0.69;3.09
10.0;1.12;4.32
11.0;1.93;6.35
12.0;3.63;10.09
13.0;5.3;15.5
14.0;7.24;22.84
15.0;8.96;31.91
16.0;11.04;43.05
17.0;12.81;55.96
18.0;15.61;71.68
19.0;18.04;89.82
20.0;21.14;111.06
21.0;23.56;134.72
22.0;26.66;161.49
23.0;28.59;190.18
24.0;30.89;221.18
25.0;32.12;253.4
26.0;33.52;287.03
27.0;34.23;321.36
28.0;34.97;356.43
