GRAND_ID: 6201
DAM_NAME: 128.741169
LONG: 128.741169
LAT: -16.118249
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;1.39;1.6
2.0;2.67;4.48
3.0;4.53;9.22
4.0;6.14;15.58
5.0;7.87;23.66
6.0;9.61;33.48
7.0;11.43;45.13
8.0;13.0;58.33
9.0;14.98;73.53
10.0;19.26;93.0
11.0;26.45;119.67
12.0;35.84;155.72
13.0;54.79;210.72
14.0;77.98;288.92
15.0;106.57;395.7
16.0;131.78;527.69
17.0;158.06;685.96
18.0;178.3;864.47
19.0;198.34;1063.02
20.0;213.16;1276.4
21.0;228.85;1505.46
22.0;241.85;1747.52
23.0;258.94;2006.68
24.0;275.83;2282.72
25.0;297.92;2580.86
26.0;323.4;2904.48
27.0;368.04;3272.72
28.0;406.43;3679.36
29.0;441.13;4120.71
30.0;466.73;4587.65
31.0;497.98;5085.84
32.0;526.34;5612.39
33.0;565.63;6178.23
34.0;597.14;6775.58
35.0;632.5;7408.3
36.0;666.13;8074.64
37.0;709.59;8784.44
38.0;747.94;9532.59
39.0;795.9;10328.7
40.0;843.71;11172.62
41.0;892.98;12065.82
42.0;936.82;13002.85
43.0;986.42;13989.48
44.0;1019.19;15008.88
45.0;1053.78;16062.88
46.0;1083.68;17146.78
47.0;1109.5;18256.49
48.0;1128.41;19385.11
49.0;1143.64;20528.97
50.0;1153.79;21682.97
51.0;1161.34;22844.53
52.0;1165.51;24010.25
