GRAND_ID: 3263
DAM_NAME: 14.181143
LONG: 14.181143
LAT: 49.604924
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.18
2.0;0.13;0.45
3.0;0.18;0.78
4.0;0.42;1.34
5.0;0.56;2.04
6.0;0.87;3.06
7.0;0.95;4.15
8.0;1.25;5.55
9.0;1.36;7.05
10.0;1.59;8.79
11.0;1.69;10.62
12.0;1.92;12.69
13.0;2.02;14.85
14.0;2.26;17.26
15.0;2.41;19.81
16.0;2.69;22.64
17.0;2.82;25.61
18.0;3.06;28.82
19.0;3.21;32.17
20.0;3.36;35.67
21.0;3.47;39.29
22.0;3.75;43.18
23.0;3.9;47.23
24.0;4.19;51.56
25.0;4.39;56.1
26.0;4.65;60.89
27.0;4.78;65.82
28.0;5.08;71.05
29.0;5.27;76.47
30.0;5.61;82.22
31.0;5.79;88.15
32.0;6.13;94.42
33.0;6.29;100.86
34.0;6.63;107.63
35.0;6.8;114.58
36.0;7.13;121.86
37.0;7.37;129.37
38.0;7.71;137.22
39.0;7.96;145.32
40.0;8.46;153.93
41.0;8.67;162.74
42.0;9.3;172.19
43.0;9.71;182.04
44.0;10.3;192.48
45.0;10.53;203.16
46.0;11.13;214.44
47.0;11.44;226.02
48.0;11.97;238.14
49.0;12.29;250.58
50.0;12.93;263.65
51.0;13.21;277.0
52.0;13.9;291.05
53.0;14.23;305.42
54.0;15.04;320.61
55.0;15.51;336.27
56.0;16.68;353.09
57.0;17.24;370.48
58.0;18.52;389.14
59.0;19.02;408.31
60.0;20.1;428.55
61.0;20.6;449.29
62.0;21.63;471.07
63.0;22.2;493.42
64.0;23.1;516.66
65.0;23.59;540.4
66.0;24.61;565.15
67.0;25.19;590.48
68.0;26.05;616.68
69.0;26.44;643.27
70.0;27.16;670.57
71.0;27.44;698.15
72.0;28.0;726.3
73.0;28.24;754.68
74.0;28.75;783.58
75.0;28.91;812.64
76.0;29.29;842.07
