GRAND_ID: 7044
DAM_NAME: -7.630055
LONG: -7.630055
LAT: 38.110426
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.11;0.21
2.0;0.21;0.53
3.0;0.31;0.94
4.0;0.39;1.44
5.0;0.54;2.08
6.0;0.66;2.85
7.0;0.81;3.76
8.0;1.04;4.91
9.0;1.33;6.35
10.0;1.66;8.11
11.0;2.2;10.42
12.0;2.7;13.22
13.0;3.2;16.53
14.0;3.75;20.38
15.0;4.66;25.15
16.0;5.63;30.89
17.0;6.98;37.98
18.0;8.41;46.49
19.0;9.85;56.45
20.0;11.14;67.69
21.0;12.18;79.97
22.0;13.02;93.1
23.0;13.83;107.03
24.0;14.33;121.46
25.0;14.86;136.43
26.0;15.2;151.74
27.0;15.57;167.42
